Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 100 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. disappointingly generic nature  [ID: 65327]
1169. a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences  [ID: 40390]
 ##### 
1170. that it 's offensive  [ID: 31671]
 ##### 
1171. it is ok for a movie to be something of a sitcom apparatus ,  [ID: 46660]
 ##### 
1172. is a vh1 behind the music special that has something a little more special behind it : music that did n't sell many records but helped change a nation  [ID: 48384]
 ##### 
1173. could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking  [ID: 42515]
 ##### 
1174. a gentle and engrossing character  [ID: 58601]
 ##### 
1175. ( gosling 's ) combination of explosive physical energy and convincing intelligence  [ID: 17620]
 ##### 
1176. himself a deft pace master and stylist  [ID: 48448]
 ##### 
1177. tolerate this insipid , brutally clueless film  [ID: 55076]
 ##### 
1178. kidman  [ID: 35449]
 ##### 
1179. is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture  [ID: 40005]
 ##### 
1180. this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .  [ID: 34373]
 ##### 
1181. absurd  [ID: 24856]
 ##### 
1182. car-wreck  [ID: 20803]
 ##### 
1183. sensitive , smart , savvy , compelling coming-of-age drama  [ID: 14146]
 ##### 
1184. its generic villains lack any intrigue ( other than their funny accents )  [ID: 63024]
 ##### 
1185. the kind of obnoxious  [ID: 15361]
 ##### 
1186. with complicated plotting and banal dialogue  [ID: 53305]
 ##### 
1187. maintains suspense on different levels throughout a film that is both gripping and compelling .  [ID: 27660]
 ##### 
1188. has a lot of charm  [ID: 58427]
 ##### 
1189. nothing interesting in unfaithful  [ID: 2407]
 ##### 
1190. a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions  [ID: 49183]
 ##### 
1191. like heathers , then becomes bring it on , then becomes unwatchable  [ID: 36735]
 ##### 
1192. thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments  [ID: 11261]
 ##### 
1193. fantasy  [ID: 17118]
 ##### 
1194. unaware that it 's the butt of its own joke .  [ID: 47124]
 ##### 
1195. cho 's previous concert comedy film  [ID: 61000]
 ##### 
1196. continues her exploration of the outer limits of raunch with considerable brio  [ID: 57646]
 ##### 
1197. to south seas islanders  [ID: 17962]
 ##### 
1198. does little here  [ID: 10063]
 ##### 
1199. terrific film  [ID: 8642]
 ##### 
1200. is still a deeply moving effort to put a human face on the travail of thousands of vietnamese  [ID: 11915]
 ##### 
1201. an oily arms dealer , squad car pile-ups and the requisite screaming captain  [ID: 41099]
 ##### 
1202. has thankfully ditched the saccharine sentimentality of bicentennial man in favor of an altogether darker side  [ID: 22239]
 ##### 
1203. coral reef adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs --  [ID: 52496]
 ##### 
1204. a clever  [ID: 41718]
 ##### 
1205. a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr. chicken .  [ID: 42036]
 ##### 
1206. consistently funny  [ID: 60477]
 ##### 
1207. there 's nothing like love to give a movie a b-12 shot , and  [ID: 20560]
 ##### 
1208. survive its tonal transformation from dark comedy to suspense thriller  [ID: 62144]
 ##### 
1209. it is too bad that this likable movie is n't more accomplished .  [ID: 51890]
 ##### 
1210. we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .  [ID: 44259]
 ##### 
1211. if also somewhat hermetic .  [ID: 26851]
 ##### 
1212. the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself  [ID: 34291]
 ##### 
1213. much stranger than any fiction  [ID: 65121]
 ##### 
1214. confrontations  [ID: 13201]
 ##### 
1215. this one aims for the toilet and scores a direct hit .  [ID: 52256]
 ##### 
1216. unforced  [ID: 39083]
 ##### 
1217. basically the sort of cautionary tale that was old when ` angels with dirty faces ' appeared in 1938  [ID: 30914]
 ##### 
1218. a fat man 's navel  [ID: 61307]
 ##### 
1219. his way to becoming the american indian spike lee  [ID: 25059]
 ##### 
1220. a satisfying well-made romantic comedy that 's both charming and well acted  [ID: 3351]
 ##### 
1221. is enjoyable family fare  [ID: 23111]
 ##### 
1222. ... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , would have a good time here .  [ID: 10373]
 ##### 
1223. is the sense that peace is possible  [ID: 30235]
 ##### 
1224. believe that nachtwey hates the wars he shows and empathizes with the victims he reveals  [ID: 61487]
 ##### 
1225. watch people doing unpleasant things to each other and themselves  [ID: 9986]
 ##### 
1226. 's just one that could easily wait for your pay per view dollar .  [ID: 36718]
 ##### 
1227. being able to creep the living hell out of you  [ID: 55099]
 ##### 
1228. put through torture  [ID: 64778]
 ##### 
1229. ` dumb  [ID: 64588]
 ##### 
1230. ca n't generate enough heat in this cold vacuum of a comedy to start a reaction  [ID: 66845]
 ##### 
1231. a good deal funnier than his original  [ID: 19360]
 ##### 
1232. more and more abhorrent  [ID: 50728]
 ##### 
1233. there are too many bona fide groaners among too few laughs  [ID: 13956]
 ##### 
1234. thick with wit it plays like a reading from bartlett 's familiar quotations  [ID: 20170]
 ##### 
1235. she-cute  [ID: 45524]
 ##### 
1236. that makes you feel genuinely good  [ID: 58454]
 ##### 
1237. intelligent observations  [ID: 2768]
 ##### 
1238. were convinced to waste their time  [ID: 3572]
 ##### 
1239. may be disappointed .  [ID: 36217]
 ##### 
1240. been benefited from a sharper , cleaner script before it went in front of the camera  [ID: 58058]
 ##### 
1241. can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .  [ID: 49878]
 ##### 
1242. the number of tumbleweeds blowing through the empty theaters  [ID: 60839]
 ##### 
1243. surprisingly decent flick  [ID: 63992]
 ##### 
1244. so much of the movie -- again , as in the animal -- is a slapdash mess  [ID: 53068]
 ##### 
1245. a fascinating character study  [ID: 25421]
 ##### 
1246. is the last thing any of these three actresses , nor their characters , deserve  [ID: 46770]
 ##### 
1247. first-class , natural acting  [ID: 51155]
 ##### 
1248. poor fit  [ID: 10684]
 ##### 
1249. so insanely stupid ,  [ID: 26030]
 ##### 
1250. throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this !  [ID: 67334]
 ##### 
1251. one of the best  [ID: 43220]
 ##### 
1252. laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling ,  [ID: 25100]
 ##### 
1253. fragmentary narrative style  [ID: 15814]
 ##### 
1254. the excellent performances  [ID: 44901]
 ##### 
1255. an appealing blend  [ID: 27389]
 ##### 
1256. helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure  [ID: 61264]
 ##### 
1257. ... pays tribute to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .  [ID: 34608]
 ##### 
1258. has some problems  [ID: 5052]
 ##### 
1259. smacks of exhibitionism more than it does cathartic truth telling  [ID: 12906]
 ##### 
1260. honored screen veteran  [ID: 32200]
 ##### 
1261. a troubadour  [ID: 43029]
 ##### 
1262. of the pushiness and decibel volume of most contemporary comedies  [ID: 16963]
 ##### 
1263. of good stuff  [ID: 12491]
 ##### 
1264. with calamity  [ID: 19564]
 ##### 
1265. hilarious dialogue  [ID: 32405]
 ##### 
1266. to make us share their enthusiasm  [ID: 52828]
 ##### 
1267. that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal  [ID: 35622]
 ##### 
1268. saw the film  [ID: 39865]
 ##### 
1269. unassuming , subordinate  [ID: 63423]
 ##### 
1270. this sad , compulsive life  [ID: 21981]
 ##### 
1271. a better celebration  [ID: 5624]
 ##### 
1272. is truth  [ID: 22334]
 ##### 
1273. of an artist , one whose view of america , history and the awkwardness of human life is generous and deep  [ID: 60623]
 ##### 
1274. a visual delight and a decent popcorn adventure  [ID: 44914]
 ##### 
1275. leave you cold  [ID: 46480]
 ##### 
1276. life-affirming moments  [ID: 50359]
 ##### 
1277. of a good vampire tale  [ID: 33811]
 ##### 
1278. deliver remarkable performances  [ID: 50472]
 ##### 
1279. it 's smooth and professional  [ID: 220]
 ##### 
1280. crap like this  [ID: 46426]
 ##### 
1281. drunken  [ID: 7641]
 ##### 
1282. the chatter  [ID: 16493]
 ##### 
1283. two things drag it down to mediocrity -- director clare peploe 's misunderstanding of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress  [ID: 23970]
 ##### 
1284. graceful , moving  [ID: 64059]
 ##### 
1285. of young , black manhood that is funny , touching , smart and complicated  [ID: 62858]
 ##### 
1286. a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness  [ID: 26051]
 ##### 
1287. of watching sad but endearing characters do extremely unconventional things  [ID: 6649]
 ##### 
1288. expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .  [ID: 5144]
 ##### 
1289. contrived , maudlin and cliche-ridden  [ID: 10823]
 ##### 
1290. believe it or not , jason actually takes a backseat in his own film to special effects  [ID: 202]
 ##### 
1291. spirit 's visual imagination  [ID: 55574]
 ##### 
1292. the film 's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '  [ID: 66641]
 ##### 
1293. 's probably not accurate to call it a movie  [ID: 58377]
 ##### 
1294. imagine any recent film , independent or otherwise , that makes as much of a mess as this one  [ID: 16154]
 ##### 
1295. narcissism and  [ID: 42186]
 ##### 
1296. 's quite an achievement to set and shoot a movie at the cannes film festival  [ID: 23095]
 ##### 
1297. it 's hard to imagine acting that could be any flatter .  [ID: 52615]
 ##### 
1298. your idea of a good time  [ID: 48343]
 ##### 
1299. everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior  [ID: 16634]
 ##### 
1300. thoughtless , random , superficial humor and  [ID: 57108]
 ##### 
1301. my wife is an actress has its moments in looking at the comic effects of jealousy .  [ID: 40509]
 ##### 
1302. allows his cast members to make creative contributions to the story and dialogue  [ID: 29865]
 ##### 
1303. ... margarita feels like a hazy high that takes too long to shake .  [ID: 37915]
 ##### 
1304. and for many of us , that 's good enough .  [ID: 49363]
 ##### 
1305. 's simply , and surprisingly , a nice , light treat  [ID: 24756]
 ##### 
1306. with so many bad romances out there , this is the kind of movie that deserves a chance to shine .  [ID: 56318]
 ##### 
1307. as a fringe feminist conspiracy theorist  [ID: 47]
 ##### 
1308. a very well-meaning movie , and  [ID: 59584]
 ##### 
1309. a taste for the quirky  [ID: 66341]
 ##### 
1310. the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects  [ID: 64051]
 ##### 
1311. french cinema 's master craftsmen  [ID: 23722]
 ##### 
1312. did n't mean much to me and  [ID: 34193]
 ##### 
1313. adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .  [ID: 40538]
 ##### 
1314. that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002  [ID: 31048]
 ##### 
1315. 's about as convincing as any other arnie musclefest ,  [ID: 25158]
 ##### 
1316. audience award  [ID: 65529]
 ##### 
1317. humorous and touching  [ID: 6183]
 ##### 
1318. leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .  [ID: 32039]
 ##### 
1319. captivates as it  [ID: 29413]
 ##### 
1320. like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions  [ID: 59957]
 ##### 
1321. the trailer is a riot .  [ID: 3877]
 ##### 
1322. 'll love it  [ID: 63948]
 ##### 
1323. will enjoy  [ID: 37446]
 ##### 
1324. 's just merely very bad  [ID: 44389]
 ##### 
1325. traditional  [ID: 61208]
 ##### 
1326. hoping it will be , and in that sense is a movie that deserves recommendation  [ID: 66078]
 ##### 
1327. enjoyable big movie  [ID: 6285]
 ##### 
1328. looking like something wholly original  [ID: 2785]
 ##### 
1329. an avalanche of more appealing holiday-season product  [ID: 30696]
 ##### 
1330. the best way  [ID: 54010]
 ##### 
1331. it just does n't have anything really interesting to say .  [ID: 42352]
 ##### 
1332. built for controversy .  [ID: 63737]
 ##### 
1333. somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton  [ID: 25569]
 ##### 
1334. 's very little  [ID: 54995]
 ##### 
1335. salvation  [ID: 32278]
 ##### 
1336. ugly ideas instead of ugly behavior  [ID: 21359]
 ##### 
1337. mishmash .  [ID: 15376]
 ##### 
1338. we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos .  [ID: 59908]
 ##### 
1339. allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being .  [ID: 43309]
 ##### 
1340. sporadic dips  [ID: 7035]
 ##### 
1341. are great rewards  [ID: 47400]
 ##### 
1342. a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic  [ID: 5848]
 ##### 
1343. allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .  [ID: 45294]
 ##### 
1344. managed to find something new to add to the canon of chan  [ID: 17016]
 ##### 
1345. what is and always has been remarkable about clung-to traditions  [ID: 51366]
 ##### 
1346. excellent cast  [ID: 62908]
 ##### 
1347. too mainstream  [ID: 52103]
 ##### 
1348. fine music never heard  [ID: 22824]
 ##### 
1349. the entire point of a shaggy dog story  [ID: 54582]
 ##### 
1350. dialogue and plot lapses  [ID: 25407]
 ##### 
1351. right-thinking ' films  [ID: 52991]
 ##### 
1352. all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad  [ID: 4418]
 ##### 
1353. the script 's endless assault  [ID: 46734]
 ##### 
1354. makes it all the more compelling  [ID: 58415]
 ##### 
1355. distracted  [ID: 34587]
 ##### 
1356. 's a part of us that can not help be entertained by the sight of someone getting away with something .  [ID: 26108]
 ##### 
1357. that keep this nicely wound clock not just ticking , but humming  [ID: 61768]
 ##### 
1358. patchy combination of soap opera ,  [ID: 57202]
 ##### 
1359. a waste of fearless purity  [ID: 49802]
 ##### 
1360. no particularly memorable effect  [ID: 16035]
 ##### 
1361. is a truly , truly bad movie  [ID: 55819]
 ##### 
1362. form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .  [ID: 8942]
 ##### 
1363. 's not just the vampires that are damned in queen of the damned  [ID: 41107]
 ##### 
1364. drag the movie down  [ID: 55554]
 ##### 
1365. scariest movie  [ID: 31910]
 ##### 
1366. move so easily across racial and cultural lines in the film  [ID: 44560]
 ##### 
1367. heartwarming yarn  [ID: 48896]
 ##### 
1368. delightful work  [ID: 48339]
 ##### 
1369. brilliantly  [ID: 8675]
 ##### 
1370. spare wildlife  [ID: 20588]
 ##### 
1371. genuinely witty  [ID: 35069]
 ##### 
1372. hastily dubbed  [ID: 14015]
 ##### 
1373. we also need movies like tim mccann 's revolution no. 9 .  [ID: 26966]
 ##### 
1374. the most compelling performance of the year  [ID: 22315]
 ##### 
1375. romantic and serenely  [ID: 3685]
 ##### 
1376. of the film buzz and whir ; very little of it  [ID: 46347]
 ##### 
1377. very compelling , sensitive , intelligent  [ID: 44841]
 ##### 
1378. , unaware that it 's the butt of its own joke .  [ID: 54263]
 ##### 
1379. a loud , ugly , irritating movie  [ID: 24203]
 ##### 
1380. this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ...  [ID: 67238]
 ##### 
1381. thought-provoking  [ID: 5095]
 ##### 
1382. covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .  [ID: 63239]
 ##### 
1383. smart and  [ID: 48386]
 ##### 
1384. chilly , clinical lab report  [ID: 56314]
 ##### 
1385. populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .  [ID: 54601]
 ##### 
1386. as far as these shootings are concerned , something is rotten in the state of california  [ID: 46270]
 ##### 
1387. pathetic exploitation film  [ID: 6055]
 ##### 
1388. is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?  [ID: 3657]
 ##### 
1389. atop an undercurrent of loneliness and isolation  [ID: 33140]
 ##### 
1390. gushing -- imamura squirts the screen in ` warm water under a red bridge '  [ID: 64081]
 ##### 
1391. nonsensical and laughable  [ID: 39554]
 ##### 
1392. expects something special but  [ID: 36285]
 ##### 
1393. i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign  [ID: 67213]
 ##### 
1394. 's a charismatic charmer likely to seduce and conquer  [ID: 54061]
 ##### 
1395. a no-holds-barred cinematic  [ID: 13947]
 ##### 
1396. , it already has one strike against it .  [ID: 22936]
 ##### 
1397. so badly made on every level that i 'm actually having a hard time believing people were paid to make it  [ID: 39247]
 ##### 
1398. its leaden acting , dull exposition and telegraphed ` surprises  [ID: 42529]
 ##### 
1399. ruined by amateurish  [ID: 16016]
 ##### 
1400. a colorful , joyous celebration  [ID: 47416]
 ##### 
1401. is too impressed with its own solemn insights to work up much entertainment value  [ID: 64734]
 ##### 
1402. frustrates and captivates  [ID: 46057]
 ##### 
1403. 's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss .  [ID: 29599]
 ##### 
1404. interview with the assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its blair witch project real-time roots .  [ID: 24984]
 ##### 
1405. sly , sophisticated and surprising  [ID: 59604]
 ##### 
1406. looking for a return ticket  [ID: 24207]
 ##### 
1407. defined by childlike dimness and a handful of quirks  [ID: 62356]
 ##### 
1408. most humane and important  [ID: 24785]
 ##### 
1409. a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .  [ID: 21098]
 ##### 
1410. a half-assed film .  [ID: 42064]
 ##### 
1411. any recent film , independent or otherwise ,  [ID: 23702]
 ##### 
1412. to shine through the gloomy film noir veil  [ID: 1925]
 ##### 
1413. best date movie  [ID: 22753]
 ##### 
1414. guy gets girl , guy loses girl , audience falls asleep .  [ID: 4206]
 ##### 
1415. you can sip your vintage wines and watch your merchant ivory productions ; i 'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .  [ID: 60167]
 ##### 
1416. take any 12-year-old boy to see this picture , and he 'll be your slave for a year .  [ID: 56627]
 ##### 
1417. jazzy score  [ID: 7281]
 ##### 
1418. a very tasteful rock and roll movie  [ID: 51679]
 ##### 
1419. a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential .  [ID: 35210]
 ##### 
1420. enthusiastically  [ID: 38340]
 ##### 
1421. will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering  [ID: 4973]
 ##### 
1422. more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 1/2 weeks  [ID: 42701]
 ##### 
1423. without a fresh infusion of creativity  [ID: 8041]
 ##### 
1424. even its target audience talked all the way through it  [ID: 55822]
 ##### 
1425. so much crypt mist in the brain  [ID: 12189]
 ##### 
1426. are complex and quirky , but entirely believable  [ID: 3108]
 ##### 
1427. shift  [ID: 19040]
 ##### 
1428. a catastrophic collision  [ID: 62202]
 ##### 
1429. humor and heart and very talented young actors  [ID: 60851]
 ##### 
1430. starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points  [ID: 56667]
 ##### 
1431. this is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men  [ID: 37394]
 ##### 
1432. a coma  [ID: 6329]
 ##### 
1433. more interesting  [ID: 57670]
 ##### 
1434. refresh our souls  [ID: 53107]
 ##### 
1435. a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime .  [ID: 36135]
 ##### 
1436. there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .  [ID: 58398]
 ##### 
1437. frequent flurries of creative belly laughs and genuinely enthusiastic performances  [ID: 23806]
 ##### 
1438. its exquisite acting , inventive screenplay ,  [ID: 40424]
 ##### 
1439. how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring  [ID: 50083]
 ##### 
1440. these things  [ID: 66369]
 ##### 
1441. the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate )  [ID: 13163]
 ##### 
1442. yawning  [ID: 11217]
 ##### 
1443. skip the film  [ID: 14196]
 ##### 
1444. when a movie has stuck around for this long , you know there 's something there .  [ID: 42059]
 ##### 
1445. so much that he refuses to evaluate his own work  [ID: 3171]
 ##### 
1446. as sharp as the original  [ID: 47627]
 ##### 
1447. in a ridiculous wig no respectable halloween costume shop would ever try to sell  [ID: 10651]
 ##### 
1448. with or without the sex , a wonderful tale of love and destiny  [ID: 34941]
 ##### 
1449. the weight of too many story lines  [ID: 39168]
 ##### 
1450. the material and the production  [ID: 6206]
 ##### 
1451. what a pity ... that the material is so second-rate .  [ID: 6965]
 ##### 
1452. usual intelligence and subtlety  [ID: 33195]
 ##### 
1453. clarity and audacity  [ID: 33592]
 ##### 
1454. its gentle , touching story creeps into your heart .  [ID: 50153]
 ##### 
1455. dull-witted and disquietingly creepy  [ID: 3440]
 ##### 
1456. to trivialize the material  [ID: 57019]
 ##### 
1457. short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries  [ID: 25559]
 ##### 
1458. we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again .  [ID: 41082]
 ##### 
1459. or , worse yet , nonexistent --  [ID: 19095]
 ##### 
1460. 's also somewhat clumsy  [ID: 33599]
 ##### 
1461. when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given  [ID: 28131]
 ##### 
1462. good actors  [ID: 29490]
 ##### 
1463. recent hollywood trip tripe  [ID: 33257]
 ##### 
1464. get to the closing bout ... by which time it 's impossible to care who wins  [ID: 64168]
 ##### 
1465. a charge of genuine excitement  [ID: 44773]
 ##### 
1466. delusions to escape their maudlin influence .  [ID: 37245]
 ##### 
1467. this kiddie-oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater  [ID: 8012]
 ##### 
1468. right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner  [ID: 13818]
 ##### 
1469. 's simultaneously painful and refreshing  [ID: 27939]
 ##### 
1470. great visual stylists  [ID: 23786]
 ##### 
1471. appealing about the characters  [ID: 4812]
 ##### 
1472. seriously intended movie  [ID: 54814]
 ##### 
1473. from too much norma rae and not enough pretty woman  [ID: 12182]
 ##### 
1474. powerful and reasonably fulfilling gestalt  [ID: 57046]
 ##### 
1475. victim to sloppy plotting  [ID: 15093]
 ##### 
1476. rustic , realistic , and altogether creepy  [ID: 2954]
 ##### 
1477. 's stylishly directed with verve ...  [ID: 55035]
 ##### 
1478. morally bankrupt characters  [ID: 49084]
 ##### 
1479. stuck in heaven because he 's afraid of his best-known creation ?  [ID: 57545]
 ##### 
1480. a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you 're going to alter the bard 's ending , you 'd better have a good alternative  [ID: 16649]
 ##### 
1481. the rhapsodic dialogue that jumps off the page , and for the memorable character creations  [ID: 41431]
 ##### 
1482. that frenetic spectacle ( on the tv show ) has usually been leavened by a charm that 's conspicuously missing from the girls ' big-screen blowout .  [ID: 8746]
 ##### 
1483. a solidly constructed , entertaining thriller that stops short of true inspiration .  [ID: 4227]
 ##### 
1484. of determination and the human spirit  [ID: 44502]
 ##### 
1485. that its visual imagination is breathtaking  [ID: 11446]
 ##### 
1486. if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure  [ID: 15415]
 ##### 
1487. feel like mopping up ,  [ID: 10356]
 ##### 
1488. have lost the ability to think  [ID: 38691]
 ##### 
1489. an awful movie  [ID: 45293]
 ##### 
1490. greenlight  [ID: 27676]
 ##### 
1491. , the world 's political situation seems little different , and ( director phillip ) noyce brings out the allegory with remarkable skill .  [ID: 67062]
 ##### 
1492. dips key moments  [ID: 64123]
 ##### 
1493. very obviously mark him as a video helmer making his feature debut  [ID: 26511]
 ##### 
1494. a serious contender for the title  [ID: 4645]
 ##### 
1495. naturalistic acting  [ID: 23074]
 ##### 
1496. there was ever a movie where the upbeat ending feels like a copout  [ID: 21549]
 ##### 
1497. a tv episode rather than a documentary  [ID: 14479]
 ##### 
1498. quite fun in places  [ID: 27047]
 ##### 
1499. a rumor of angels does n't just slip --  [ID: 64437]
 ##### 
1500. get more re-creations of all those famous moments from the show  [ID: 53798]
 ##### 
1501. gory as the scenes of torture and self-mutilation  [ID: 400]
 ##### 
1502. that chin 's film serves up with style and empathy  [ID: 10152]
 ##### 
1503. small gem  [ID: 63326]
 ##### 
1504. it follows the blair witch formula for an hour , in which we 're told something creepy and vague is in the works , and  [ID: 23808]
 ##### 
1505. has moments of inspired humor ,  [ID: 17094]
 ##### 
1506. to a moving tragedy with some buoyant human moments  [ID: 25465]
 ##### 
1507. an enthralling , entertaining feature  [ID: 59749]
 ##### 
1508. well-meaning , beautifully produced film  [ID: 16242]
 ##### 
1509. dedicated artists  [ID: 28026]
 ##### 
1510. excels in spectacle and pacing  [ID: 52025]
 ##### 
1511. childlike dimness  [ID: 26952]
 ##### 
1512. provide its keenest pleasures  [ID: 113]
 ##### 
1513. remains vividly in memory  [ID: 9889]
 ##### 
1514. enjoyable undercover brother  [ID: 53256]
 ##### 
1515. made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept  [ID: 34789]
 ##### 
1516. it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story  [ID: 3911]
 ##### 
1517. set out to lampoon , anyway .  [ID: 52988]
 ##### 
1518. has stopped challenging himself  [ID: 35387]
 ##### 
1519. if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .  [ID: 5201]
 ##### 
1520. a group of extremely talented musicians  [ID: 33767]
 ##### 
1521. 's a frankenstein-monster of a film that does n't know what it wants to be  [ID: 9747]
 ##### 
1522. spirit is a visual treat , and it takes chances that are bold by studio standards ,  [ID: 55022]
 ##### 
1523. more and more frustrating  [ID: 10882]
 ##### 
1524. the rage and alienation that fuels the self-destructiveness of many young people  [ID: 36990]
 ##### 
1525. dialogue that cuts to the chase of the modern girl 's dilemma  [ID: 2250]
 ##### 
1526. warm , moving  [ID: 6350]
 ##### 
1527. to find a place among the studio 's animated classics  [ID: 36375]
 ##### 
1528. walk away without anyone truly knowing your identity  [ID: 49006]
 ##### 
1529. as quiet , patient and tenacious as mr. lopez himself  [ID: 9788]
 ##### 
1530. and there 's the inimitable diaz , holding it all together .  [ID: 24092]
 ##### 
1531. overall an overwhelmingly positive portrayal  [ID: 34221]
 ##### 
1532. its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting  [ID: 4996]
 ##### 
1533. be why it works as well as it does  [ID: 45935]
 ##### 
1534. by and large this is mr. kilmer 's movie , and it 's his strongest performance since the doors .  [ID: 13408]
 ##### 
1535. of the kind of lush , all-enveloping movie experience  [ID: 14977]
 ##### 
1536. is great  [ID: 54109]
 ##### 
1537. it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .  [ID: 30604]
 ##### 
1538. manages to convince almost everyone that it was put on the screen , just for them .  [ID: 49840]
 ##### 
1539. life 's wonderment  [ID: 43553]
 ##### 
1540. feels like a copout  [ID: 43395]
 ##### 
1541. settles into clichés  [ID: 66570]
 ##### 
1542. of complacency  [ID: 13498]
 ##### 
1543. that satisfies , as comfort food often can  [ID: 35072]
 ##### 
1544. noyce 's greatest mistake  [ID: 66168]
 ##### 
1545. ( breheny 's ) lensing of the new zealand and cook island locations captures both the beauty of the land and the people .  [ID: 23850]
 ##### 
