Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 60 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. the abiding impression  [ID: 52942]
1169. by predictable plotting and tiresome histrionics  [ID: 65239]
 ##### 
1170. one of the funnier movies in town .  [ID: 54862]
 ##### 
1171. is faster , livelier and a good deal funnier than his original .  [ID: 60069]
 ##### 
1172. is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story . '  [ID: 16277]
 ##### 
1173. the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .  [ID: 3263]
 ##### 
1174. it 's nice to see piscopo again after all these years , and chaykin and headly are priceless  [ID: 32626]
 ##### 
1175. is so bleak  [ID: 57884]
 ##### 
1176. in his chilling , unnerving film  [ID: 17878]
 ##### 
1177. from a summer of teen-driven , toilet-humor codswallop  [ID: 7238]
 ##### 
1178. manner and flamboyant style  [ID: 10627]
 ##### 
1179. cruelly  [ID: 41266]
 ##### 
1180. becomes more and more frustrating as the film goes on .  [ID: 40710]
 ##### 
1181. love it  [ID: 53929]
 ##### 
1182. the tale commands attention .  [ID: 62888]
 ##### 
1183. of being boring  [ID: 21137]
 ##### 
1184. a degree of affection rather than  [ID: 32934]
 ##### 
1185. do n't even like their characters .  [ID: 33055]
 ##### 
1186. strong first act  [ID: 40660]
 ##### 
1187. vonnegut  [ID: 42011]
 ##### 
1188. putters along looking for astute observations and coming up blank  [ID: 3136]
 ##### 
1189. feels strangely hollow at its emotional core .  [ID: 6553]
 ##### 
1190. amazingly dopey  [ID: 35921]
 ##### 
1191. , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .  [ID: 5025]
 ##### 
1192. a colorful , joyous celebration of life ;  [ID: 12700]
 ##### 
1193. unspeakable , of course , barely begins to describe the plot and its complications .  [ID: 6059]
 ##### 
1194. even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .  [ID: 32759]
 ##### 
1195. lines , the impressive stagings of hardware  [ID: 59751]
 ##### 
1196. lip-reading  [ID: 49078]
 ##### 
1197. few nonbelievers  [ID: 48714]
 ##### 
1198. a mall movie designed to kill time  [ID: 32079]
 ##### 
1199. is a technological exercise that lacks juice and delight  [ID: 16257]
 ##### 
1200. abandon all hope of a good movie ye who enter here  [ID: 43496]
 ##### 
1201. vividly  [ID: 29879]
 ##### 
1202. this `` un-bear-able '' project  [ID: 16974]
 ##### 
1203. nearly every attempt at humor here is doa .  [ID: 34561]
 ##### 
1204. a determined , ennui-hobbled slog  [ID: 23514]
 ##### 
1205. choppy and sloppy affair  [ID: 20849]
 ##### 
1206. their own rhythm  [ID: 12613]
 ##### 
1207. it 's one of the most beautiful , evocative works i 've seen .  [ID: 52238]
 ##### 
1208. beautifully  [ID: 47646]
 ##### 
1209. including a knockout of a closing line )  [ID: 58779]
 ##### 
1210. than a spy thriller like the bourne identity  [ID: 32870]
 ##### 
1211. satisfyingly  [ID: 63409]
 ##### 
1212. a little melodramatic , but with enough hope to keep you engaged .  [ID: 40154]
 ##### 
1213. has little insight into the historical period and its artists ,  [ID: 52974]
 ##### 
1214. original nor terribly funny  [ID: 20000]
 ##### 
1215. definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '  [ID: 27266]
 ##### 
1216. has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product  [ID: 57548]
 ##### 
1217. sad but endearing characters  [ID: 23371]
 ##### 
1218. adaptation is intricately constructed  [ID: 37293]
 ##### 
1219. is a discreet moan of despair about entrapment in the maze of modern life .  [ID: 61196]
 ##### 
1220. into sugary sentiment and withholds delivery on the pell-mell  [ID: 33405]
 ##### 
1221. slopped ` em together  [ID: 66592]
 ##### 
1222. a thought-provoking picture .  [ID: 5913]
 ##### 
1223. ` anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '  [ID: 60900]
 ##### 
1224. a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment  [ID: 48871]
 ##### 
1225. anthony asquith 's acclaimed 1952 screen adaptation  [ID: 19280]
 ##### 
1226. that everyone can enjoy  [ID: 11811]
 ##### 
1227. noticeable lack  [ID: 26186]
 ##### 
1228. the direction is clumsy  [ID: 49547]
 ##### 
1229. no amount of good acting is enough to save oleander 's uninspired story .  [ID: 50987]
 ##### 
1230. this real-life hollywood fairy-tale  [ID: 23755]
 ##### 
1231. the metaphors are provocative  [ID: 49340]
 ##### 
1232. good  [ID: 50904]
 ##### 
1233. slapping its target audience in the face by shooting itself in the foot  [ID: 11325]
 ##### 
1234. an adventurous young talent  [ID: 1495]
 ##### 
1235. though they are having so much fun  [ID: 51557]
 ##### 
1236. 's so downbeat and nearly humorless  [ID: 27869]
 ##### 
1237. it was n't horrible either  [ID: 54981]
 ##### 
1238. is pure , exciting moviemaking .  [ID: 4646]
 ##### 
1239. increasingly amused irony  [ID: 62855]
 ##### 
1240. like an overcooked soufflé  [ID: 34134]
 ##### 
1241. a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director 's life  [ID: 38135]
 ##### 
1242. paint-by-numbers picture  [ID: 63824]
 ##### 
1243. maddeningly insistent and repetitive piano score  [ID: 47755]
 ##### 
1244. regret and  [ID: 50500]
 ##### 
1245. its characters ' decisions  [ID: 32585]
 ##### 
1246. becomes too heavy for the plot .  [ID: 30442]
 ##### 
1247. spellbinding  [ID: 52465]
 ##### 
1248. grating and tedious  [ID: 29264]
 ##### 
1249. desolate  [ID: 30071]
 ##### 
1250. impossible  [ID: 31520]
 ##### 
1251. stitched together from stock situations and characters from other movies  [ID: 2217]
 ##### 
1252. knockaround guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .  [ID: 7928]
 ##### 
1253. with most intelligent viewers  [ID: 5448]
 ##### 
1254. there 's nothing like love to give a movie a b-12 shot , and  [ID: 20560]
 ##### 
1255. what 's attracting audiences to unfaithful  [ID: 58085]
 ##### 
1256. a bold biographical fantasia  [ID: 12772]
 ##### 
1257. become the master of innuendo  [ID: 42840]
 ##### 
1258. forgotten everything he ever knew about generating suspense  [ID: 66166]
 ##### 
1259. launch  [ID: 30222]
 ##### 
1260. it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet  [ID: 61624]
 ##### 
1261. she boxes these women 's souls right open for us .  [ID: 20708]
 ##### 
1262. an unsettling sight , and  [ID: 7409]
 ##### 
1263. overly long  [ID: 65987]
 ##### 
1264. crucial to the genre and another first-rate performance  [ID: 15918]
 ##### 
1265. strange occurrences build in the mind of the viewer and take on extreme urgency .  [ID: 14887]
 ##### 
1266. the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .  [ID: 12444]
 ##### 
1267. when you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .  [ID: 36838]
 ##### 
1268. takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch  [ID: 66715]
 ##### 
1269. is n't breaking new ground  [ID: 48170]
 ##### 
1270. of dazzling pop entertainment  [ID: 20894]
 ##### 
1271. doze off for a few minutes or  [ID: 21567]
 ##### 
1272. there is almost nothing in this flat effort that will amuse or entertain them , either .  [ID: 46838]
 ##### 
1273. zoning ordinances to protect your community from the dullest science fiction  [ID: 42049]
 ##### 
1274. acute writing  [ID: 38419]
 ##### 
1275. has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim  [ID: 29325]
 ##### 
1276. delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for  [ID: 17033]
 ##### 
1277. more entertaining , too  [ID: 55864]
 ##### 
1278. meyjes ' provocative film  [ID: 55748]
 ##### 
1279. a semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer  [ID: 21572]
 ##### 
1280. 's all about anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .  [ID: 43568]
 ##### 
1281. like a docu-drama but builds its multi-character story with a flourish  [ID: 49137]
 ##### 
1282. to serve the work especially well  [ID: 9654]
 ##### 
1283. bluer than the atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .  [ID: 10526]
 ##### 
1284. cleaner , and deeper  [ID: 56652]
 ##### 
1285. geared  [ID: 29529]
 ##### 
1286. a 60-second homage  [ID: 9023]
 ##### 
1287. there are some laughs in this movie  [ID: 19004]
 ##### 
1288. that tries to grab us , only to keep letting go at all the wrong moments  [ID: 58020]
 ##### 
1289. of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand  [ID: 35407]
 ##### 
1290. rather slow beginning  [ID: 59815]
 ##### 
1291. an eloquent , reflective and beautifully  [ID: 45821]
 ##### 
1292. king lear  [ID: 54497]
 ##### 
1293. digs into their very minds  [ID: 41849]
 ##### 
1294. wildly overproduced  [ID: 65961]
 ##### 
1295. car chase  [ID: 4543]
 ##### 
1296. fairly straightforward  [ID: 28051]
 ##### 
1297. cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .  [ID: 33771]
 ##### 
1298. tour de  [ID: 25874]
 ##### 
1299. ca n't get sufficient distance from leroy 's  [ID: 56633]
 ##### 
1300. the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion  [ID: 64883]
 ##### 
1301. over the end of cinema  [ID: 35400]
 ##### 
1302. it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects  [ID: 28222]
 ##### 
1303. , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .  [ID: 66323]
 ##### 
1304. beyond its formula  [ID: 25844]
 ##### 
1305. with an unusual protagonist ( a kilt-wearing jackson ) and subject matter , the improbable `` formula 51 '' is somewhat entertaining ,  [ID: 50263]
 ##### 
1306. besson has written in years  [ID: 55340]
 ##### 
1307. is worth seeking .  [ID: 4161]
 ##### 
1308. mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .  [ID: 23069]
 ##### 
1309. adequately  [ID: 28684]
 ##### 
1310. utter cuteness  [ID: 44346]
 ##### 
1311. a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker  [ID: 333]
 ##### 
1312. feral and uncomfortable  [ID: 28320]
 ##### 
1313. brief pretentious period  [ID: 60057]
 ##### 
1314. , enigma offers all the pleasure of a handsome and well-made entertainment .  [ID: 12213]
 ##### 
1315. holds up  [ID: 28755]
 ##### 
1316. it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here .  [ID: 66817]
 ##### 
1317. like a documentary in the way  [ID: 17233]
 ##### 
1318. a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film .  [ID: 42748]
 ##### 
1319. , miller digs into their very minds to find an unblinking , flawed humanity .  [ID: 59465]
 ##### 
1320. of good-natured fun found in films like tremors  [ID: 1885]
 ##### 
1321. 're going to subjugate truth to the tear-jerking demands of soap opera  [ID: 36373]
 ##### 
1322. with humor  [ID: 22481]
 ##### 
1323. how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?  [ID: 3397]
 ##### 
1324. a smart , provocative drama that does the nearly impossible :  [ID: 46799]
 ##### 
1325. immensely ambitious  [ID: 28977]
 ##### 
1326. plot and pacing typical hollywood war-movie stuff  [ID: 39763]
 ##### 
1327. spirals downward  [ID: 53426]
 ##### 
1328. a tasty performance from vincent gallo  [ID: 36137]
 ##### 
1329. she is a lioness  [ID: 22197]
 ##### 
1330. it 's like dying and going to celluloid heaven  [ID: 61070]
 ##### 
1331. based  [ID: 28699]
 ##### 
1332. , `` they 're out there ! ''  [ID: 64098]
 ##### 
1333. sympathizing with terrorist motivations  [ID: 4156]
 ##### 
1334. soothe and break  [ID: 37694]
 ##### 
1335. something provocative , rich , and strange  [ID: 7505]
 ##### 
1336. giggles and  [ID: 35968]
 ##### 
1337. susceptible to blue hilarity ,  [ID: 11231]
 ##### 
1338. strongest and  [ID: 57505]
 ##### 
1339. not everything  [ID: 416]
 ##### 
1340. horrid little propaganda film  [ID: 55469]
 ##### 
1341. erotic or sensuous charge  [ID: 40440]
 ##### 
1342. moonlight mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .  [ID: 11413]
 ##### 
1343. a work of art  [ID: 24157]
 ##### 
1344. the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .  [ID: 23287]
 ##### 
1345. very pleasing at its best moments  [ID: 43787]
 ##### 
1346. then you get another phone call warning you that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees .  [ID: 22290]
 ##### 
1347. , the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability .  [ID: 34542]
 ##### 
1348. café  [ID: 46389]
 ##### 
1349. adventure  [ID: 58363]
 ##### 
1350. an intriguing twist  [ID: 55052]
 ##### 
1351. a played-out idea -- a straight guy has to dress up in drag --  [ID: 38167]
 ##### 
1352. -- in the title role -- helps make the film 's conclusion powerful and satisfying  [ID: 24925]
 ##### 
1353. passionately  [ID: 24074]
 ##### 
1354. , it succeeds as a powerful look at a failure of our justice system .  [ID: 28343]
 ##### 
1355. is a movie where the most notable observation is how long you 've been sitting still  [ID: 19724]
 ##### 
1356. leave you wanting more ,  [ID: 46835]
 ##### 
1357. worthy successor  [ID: 50446]
 ##### 
1358. a legacy  [ID: 1267]
 ##### 
1359. a couple of great actors hamming it up  [ID: 42333]
 ##### 
1360. strives to be more , but does n't quite get there .  [ID: 55641]
 ##### 
1361. should catch this imax offering  [ID: 43254]
 ##### 
1362. overall feelings , broader ideas ,  [ID: 50453]
 ##### 
1363. the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them  [ID: 32122]
 ##### 
1364. might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?  [ID: 48783]
 ##### 
1365. love head-on  [ID: 49897]
 ##### 
1366. adds substantial depth  [ID: 59970]
 ##### 
1367. in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row  [ID: 67056]
 ##### 
1368. proving once again ego does n't always go hand in hand with talent  [ID: 63537]
 ##### 
1369. wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture .  [ID: 9956]
 ##### 
1370. fails to fulfill its own ambitious goals  [ID: 1503]
 ##### 
1371. through than in most ` right-thinking ' films  [ID: 8110]
 ##### 
1372. , despite the mild hallucinogenic buzz , is of overwhelming waste  [ID: 47829]
 ##### 
1373. a moving experience for people who have n't read the book  [ID: 24225]
 ##### 
1374. beautiful outer-space documentary space station 3d  [ID: 49465]
 ##### 
1375. elite  [ID: 53020]
 ##### 
1376. carefully choreographed  [ID: 59755]
 ##### 
1377. bluster and cliché  [ID: 65795]
 ##### 
1378. a cheap , ludicrous attempt at serious horror  [ID: 34581]
 ##### 
1379. you 've got a huge mess  [ID: 30694]
 ##### 
1380. is both a snore and utter tripe  [ID: 2387]
 ##### 
1381. enjoyable feel-good family comedy  [ID: 44227]
 ##### 
1382. callow  [ID: 51185]
 ##### 
1383. the strength  [ID: 32775]
 ##### 
1384. , you ca n't help but get caught up in the thrill of the company 's astonishing growth .  [ID: 361]
 ##### 
1385. meditative and lyrical  [ID: 26569]
 ##### 
1386. lets you brush up against the humanity of a psycho ,  [ID: 13107]
 ##### 
1387. is just a corny examination of a young actress trying to find her way .  [ID: 35764]
 ##### 
1388. perfectly serviceable  [ID: 39875]
 ##### 
1389. everywhere will forgive the flaws and love the film .  [ID: 51956]
 ##### 
1390. the metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery .  [ID: 22878]
 ##### 
1391. with ambitious , eager first-time filmmakers  [ID: 64694]
 ##### 
1392. , find an escape clause and avoid seeing this trite , predictable rehash .  [ID: 13113]
 ##### 
1393. needed  [ID: 23502]
 ##### 
1394. is all about a wild-and-woolly , wall-to-wall good time  [ID: 25938]
 ##### 
1395. plays like john le carré with a couple of burnt-out cylinders .  [ID: 24541]
 ##### 
1396. an original and highly cerebral examination of the psychopathic mind  [ID: 32821]
 ##### 
1397. the value and respect for the term epic cinema  [ID: 232]
 ##### 
1398. worse stunt editing or cheaper action movie production values than in extreme ops  [ID: 9504]
 ##### 
1399. a pitch-perfect holden  [ID: 18529]
 ##### 
1400. rehearsals are frequently more fascinating than the results .  [ID: 40960]
 ##### 
1401. informative , intriguing , observant , often touching ...  [ID: 13570]
 ##### 
1402. animated filmmaking since old walt  [ID: 54611]
 ##### 
1403. an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .  [ID: 47777]
 ##### 
1404. barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .  [ID: 40691]
 ##### 
1405. servicable world war ii drama  [ID: 13164]
 ##### 
1406. gives a performance that is masterly .  [ID: 5929]
 ##### 
1407. populated by characters who are nearly impossible to care about  [ID: 42976]
 ##### 
1408. peppered with false starts and populated by characters who are nearly impossible to care about  [ID: 15024]
 ##### 
1409. one of the most entertaining bonds in years  [ID: 1345]
 ##### 
1410. a rather brilliant little cult item : a pastiche of children 's entertainment , superhero comics , and japanese animation .  [ID: 44954]
 ##### 
1411. take as many drugs as the film 's characters  [ID: 35696]
 ##### 
1412. vereté has a whip-smart sense of narrative bluffs .  [ID: 3295]
 ##### 
1413. like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal  [ID: 65918]
 ##### 
1414. it 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes pauline & paulette .  [ID: 16944]
 ##### 
1415. return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it 's not half-bad .  [ID: 20905]
 ##### 
1416. a remarkably insightful look at the backstage angst of the stand-up comic .  [ID: 55097]
 ##### 
1417. has bucked the odds to emerge as an exquisite motion picture in its own right  [ID: 10593]
 ##### 
1418. than anything seen on jerry springer  [ID: 44136]
 ##### 
1419. pity anyone who sees this  [ID: 28265]
 ##### 
1420. makes shanghai ghetto move beyond a good , dry , reliable textbook  [ID: 40513]
 ##### 
1421. through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem  [ID: 35416]
 ##### 
1422. the cleverness , the weirdness and  [ID: 19235]
 ##### 
1423. that between the son and his wife , and the wife and the father , and between the two brothers  [ID: 39658]
 ##### 
1424. unbreakable  [ID: 43868]
 ##### 
1425. you 'll regret  [ID: 4040]
 ##### 
1426. freedom  [ID: 42091]
 ##### 
1427. be as naturally charming as it needs to be  [ID: 23693]
 ##### 
1428. a glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism .  [ID: 63757]
 ##### 
1429. the absurdity  [ID: 58178]
 ##### 
1430. 're struggling to create .  [ID: 5057]
 ##### 
1431. ignorant  [ID: 33515]
 ##### 
1432. a high-spirited buddy movie  [ID: 65493]
 ##### 
1433. `` bad '' is the operative word for `` bad company , '' and i do n't mean that in a good way .  [ID: 64546]
 ##### 
1434. as relationships shift , director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc .  [ID: 7531]
 ##### 
1435. a game supporting cast  [ID: 11274]
 ##### 
1436. times uncommonly moving  [ID: 45678]
 ##### 
1437. would be very sweet indeed  [ID: 35198]
 ##### 
1438. stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie .  [ID: 3141]
 ##### 
1439. with a great premise  [ID: 56056]
 ##### 
1440. there to scare while we delight in the images  [ID: 44683]
 ##### 
1441. among the studio 's animated classics  [ID: 25266]
 ##### 
1442. this ` we 're - doing-it-for - the-cash ' sequel  [ID: 54315]
 ##### 
1443. way too full of itself  [ID: 6640]
 ##### 
1444. it is not worth  [ID: 2820]
 ##### 
1445. wewannour money back  [ID: 52725]
 ##### 
1446. so intimate and  [ID: 63035]
 ##### 
1447. i liked the original short story but this movie , even at an hour and twenty-some minutes  [ID: 2138]
 ##### 
1448. treat its characters , weak and strong , as fallible human beings , not caricatures  [ID: 31684]
 ##### 
1449. find much fascination  [ID: 8798]
 ##### 
1450. hodgepodge  [ID: 13794]
 ##### 
1451. the still-inestimable contribution  [ID: 17983]
 ##### 
1452. he 's just a sad aristocrat in tattered finery  [ID: 59682]
 ##### 
1453. the dry humor that first made audiences on both sides of the atlantic love him  [ID: 27836]
 ##### 
1454. hugely enjoyable film  [ID: 46247]
 ##### 
1455. which is nothing to sneeze at these days  [ID: 54851]
 ##### 
1456. is disgusting to begin with  [ID: 28895]
 ##### 
1457. refresh  [ID: 31201]
 ##### 
1458. takashi miike keeps pushing the envelope  [ID: 44080]
 ##### 
1459. are enthralling  [ID: 39886]
 ##### 
1460. imponderably stilted and  [ID: 19631]
 ##### 
1461. goes about telling what at heart is a sweet little girl  [ID: 58014]
 ##### 
1462. little more than a well-mounted history lesson .  [ID: 1607]
 ##### 
1463. gives an intriguing twist to the french coming-of-age genre .  [ID: 51816]
 ##### 
1464. , the director uses the last act to reel in the audience since its poignancy hooks us completely .  [ID: 47022]
 ##### 
1465. who bilked unsuspecting moviegoers  [ID: 24459]
 ##### 
1466. make personal velocity into an intricate , intimate and intelligent journey  [ID: 13573]
 ##### 
1467. uniformly good  [ID: 22784]
 ##### 
1468. daring  [ID: 836]
 ##### 
1469. ingenuity  [ID: 6327]
 ##### 
1470. have potential  [ID: 4352]
 ##### 
1471. in what is essentially an extended soap opera  [ID: 28943]
 ##### 
1472. this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs  [ID: 37121]
 ##### 
1473. sensational  [ID: 57825]
 ##### 
1474. 's secondary to american psycho but still has claws enough to get inside you and stay there for a couple of hours .  [ID: 23075]
 ##### 
1475. wendigo wants to be a monster movie for the art-house crowd  [ID: 3946]
 ##### 
1476. just seem like a bad idea from frame one  [ID: 16184]
 ##### 
1477. while somewhat less than it might have been , the film is a good one , and  [ID: 7596]
 ##### 
1478. complex and quirky  [ID: 62891]
 ##### 
1479. is how the film knows what 's unique and quirky about canadians  [ID: 25003]
 ##### 
1480. the director , with his fake backdrops and stately pacing  [ID: 21040]
 ##### 
1481. painfully forced ,  [ID: 63849]
 ##### 
1482. can detract from the affection of that moral favorite  [ID: 50238]
 ##### 
1483. an edifying glimpse into the wit and revolutionary spirit of these performers and their era .  [ID: 24032]
 ##### 
1484. the good girl is a film in which the talent is undeniable  [ID: 11267]
 ##### 
1485. , brilliant and macabre  [ID: 3381]
 ##### 
1486. major acting lessons and  [ID: 27536]
 ##### 
1487. humor , warmth , and  [ID: 1871]
 ##### 
1488. often shocking but ultimately worthwhile exploration  [ID: 58091]
 ##### 
1489. is a shame that more wo n't get an opportunity to embrace small , sweet ` evelyn .  [ID: 23547]
 ##### 
1490. distracting  [ID: 55148]
 ##### 
1491. unfolds as one of the most politically audacious films of recent decades  [ID: 43483]
 ##### 
1492. sweet-and-sour insider movie that film buffs will eat up like so much gelati  [ID: 19670]
 ##### 
1493. this thing is virtually unwatchable .  [ID: 775]
 ##### 
1494. realize your mind is being blown  [ID: 50026]
 ##### 
1495. like a comedian who starts off promisingly but then proceeds to flop  [ID: 35063]
 ##### 
1496. probably the best case for christianity  [ID: 34076]
 ##### 
1497. contemporary chinese life this exciting new filmmaker has brought to the screen  [ID: 44137]
 ##### 
1498. undeniably intriguing  [ID: 49585]
 ##### 
1499. 's a very very strong `` b +  [ID: 34032]
 ##### 
1500. soulful nuances  [ID: 54277]
 ##### 
1501. consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire .  [ID: 44584]
 ##### 
1502. if it were subtler ... or if it had a sense of humor  [ID: 33962]
 ##### 
1503. this overlong infomercial , due out on video before month 's end , is tepid and tedious .  [ID: 6708]
 ##### 
1504. come with the warning  [ID: 49697]
 ##### 
1505. phenomenal band  [ID: 58551]
 ##### 
1506. rusted-out  [ID: 32867]
 ##### 
1507. pissed  [ID: 51489]
 ##### 
1508. you wo n't feel like it 's wasted yours  [ID: 62748]
 ##### 
1509. like the rock on a wal-mart budget  [ID: 18636]
 ##### 
1510. best thing  [ID: 24998]
 ##### 
1511. stretches of impact and moments  [ID: 38532]
 ##### 
1512. downbeat , period-perfect biopic hammers home a heavy-handed moralistic message .  [ID: 47423]
 ##### 
1513. this story to go but down  [ID: 55616]
 ##### 
1514. have you at the edge of your seat for long stretches  [ID: 57331]
 ##### 
1515. the performances of the four main actresses bring their characters to life .  [ID: 28046]
 ##### 
1516. exquisitely  [ID: 43133]
 ##### 
1517. engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks  [ID: 4856]
 ##### 
1518. a sham  [ID: 23501]
 ##### 
1519. a graceful , moving tribute to the courage of new york 's finest and a nicely understated expression of the grief  [ID: 53686]
 ##### 
1520. seagal ran out of movies years ago , and  [ID: 43723]
 ##### 
1521. , stop eric schaeffer before he makes another film .  [ID: 9574]
 ##### 
1522. does n't feel like a film that strays past the two and a half mark  [ID: 41446]
 ##### 
1523. , knockaround guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .  [ID: 11527]
 ##### 
1524. creates in maelstrom a world where the bizarre is credible and the real turns magical .  [ID: 26758]
 ##### 
1525. the best rock  [ID: 10518]
 ##### 
1526. definitely gives you something to chew on  [ID: 18408]
 ##### 
1527. missing from it  [ID: 10706]
 ##### 
1528. the lousy tarantino imitations  [ID: 22162]
 ##### 
1529. is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .  [ID: 52634]
 ##### 
1530. empowerment movie  [ID: 48229]
 ##### 
1531. for the film 's publicists or for people who take as many drugs as the film 's characters  [ID: 59083]
 ##### 
1532. at how much we care about the story  [ID: 61336]
 ##### 
1533. by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out  [ID: 33141]
 ##### 
1534. with its own cuteness  [ID: 22944]
 ##### 
1535. a complete waste of time .  [ID: 30546]
 ##### 
1536. will be friends through thick and thin  [ID: 20738]
 ##### 
1537. allegiance to chekhov  [ID: 9146]
 ##### 
1538. here his sense of story and his juvenile camera movements smack of a film school undergrad  [ID: 59374]
 ##### 
1539. comes closer to the failure of the third revenge of the nerds sequel  [ID: 5580]
 ##### 
1540. gentle , touching story  [ID: 34335]
 ##### 
1541. roars with leonine power  [ID: 37272]
 ##### 
1542. moving and not infrequently breathtaking  [ID: 54161]
 ##### 
1543. stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights  [ID: 53160]
 ##### 
1544. ca n't recommend it enough .  [ID: 17516]
 ##### 
1545. than i 'd expected it to be  [ID: 54912]
 ##### 
1546. disappoint  [ID: 48456]
 ##### 
1547. acidity  [ID: 39621]
 ##### 
1548. happily  [ID: 14384]
 ##### 
1549. as visually bland  [ID: 4986]
 ##### 
1550. bogdanovich puts history in perspective  [ID: 8874]
 ##### 
1551. haynes makes us see familiar issues , like racism and homophobia , in a fresh way .  [ID: 34267]
 ##### 
1552. great scares  [ID: 51048]
 ##### 
1553. too little excitement  [ID: 17465]
 ##### 
1554. cult classic  [ID: 26287]
 ##### 
1555. one of the better video-game-based flicks ,  [ID: 41840]
 ##### 
1556. artless sytle  [ID: 45862]
 ##### 
1557. comedy and melodrama  [ID: 63470]
 ##### 
1558. trying to please his mom  [ID: 65690]
 ##### 
1559. dare i say , entertaining !  [ID: 58797]
 ##### 
