Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 20 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. our moviemakers  [ID: 40625]
 ##### 
1182. does this so well  [ID: 24884]
 ##### 
1183. elevates the movie above the run-of-the-mill singles blender  [ID: 40562]
 ##### 
1184. imperfect ?  [ID: 66406]
 ##### 
1185. is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films  [ID: 45853]
 ##### 
1186. what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film  [ID: 45548]
 ##### 
1187. a lovely , sad dance highlighted by kwan 's unique directing style  [ID: 24390]
 ##### 
1188. its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting  [ID: 4996]
 ##### 
1189. while the plot follows a predictable connect-the-dots course ... director john schultz colors the picture in some evocative shades .  [ID: 52261]
 ##### 
1190. not at all clear what it 's trying to say and even if it were -- i doubt it would be all that interesting .  [ID: 56347]
 ##### 
1191. breathes extraordinary life  [ID: 44039]
 ##### 
1192. clearly hopes to camouflage how bad his movie is .  [ID: 41056]
 ##### 
1193. , romantic comedy with a fresh point of view just does n't figure in the present hollywood program .  [ID: 9939]
 ##### 
1194. with too little  [ID: 53480]
 ##### 
1195. some buoyant human moments  [ID: 39087]
 ##### 
1196. be very sweet  [ID: 48671]
 ##### 
1197. ignoring that , he made swimfan anyway  [ID: 58259]
 ##### 
1198. a quest story as grand as the lord of the rings  [ID: 32140]
 ##### 
1199. in the pantheon of the best of the swashbucklers  [ID: 20753]
 ##### 
1200. a servicable world war ii drama  [ID: 55183]
 ##### 
1201. that kate is n't very bright , but that she has n't been worth caring about and  [ID: 8137]
 ##### 
1202. raunchy as south park  [ID: 62694]
 ##### 
1203. it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .  [ID: 52953]
 ##### 
1204. low-brow humor , gratuitous violence and a disturbing disregard  [ID: 20924]
 ##### 
1205. photographed and beautifully  [ID: 28002]
 ##### 
1206. is frequently amusing  [ID: 47244]
 ##### 
1207. in its crapulence  [ID: 18907]
 ##### 
1208. rush  [ID: 53365]
 ##### 
1209. their funny bones tickled  [ID: 39802]
 ##### 
1210. shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting  [ID: 32389]
 ##### 
1211. a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy  [ID: 22731]
 ##### 
1212. ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up  [ID: 60885]
 ##### 
1213. the career peak  [ID: 43987]
 ##### 
1214. soap-opera emotion  [ID: 13899]
 ##### 
1215. 's where the film ultimately fails  [ID: 24033]
 ##### 
1216. cultural and personal self-discovery and  [ID: 59370]
 ##### 
1217. a bad premise , just  [ID: 4469]
 ##### 
1218. is the point of emotional and moral departure for protagonist alice  [ID: 16781]
 ##### 
1219. often downright creepy  [ID: 25154]
 ##### 
1220. a wild ride  [ID: 38294]
 ##### 
1221. does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .  [ID: 59317]
 ##### 
1222. still comes off as a touching , transcendent love story .  [ID: 33620]
 ##### 
1223. filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home .  [ID: 37161]
 ##### 
1224. are strong , though the subject matter demands acting that borders on hammy at times .  [ID: 8539]
 ##### 
1225. the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen is like nothing we westerners have seen before .  [ID: 56982]
 ##### 
1226. is throwing up his hands in surrender , is firing his r&d people , and  [ID: 58050]
 ##### 
1227. tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism ; it completely contradicts everything kieslowski 's work aspired to , including the condition of art  [ID: 58026]
 ##### 
1228. 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .  [ID: 35930]
 ##### 
1229. a faulty premise  [ID: 23620]
 ##### 
1230. a cold , calculated exercise  [ID: 9169]
 ##### 
1231. demonic doings on the high seas that works better the less the brain is engaged  [ID: 55531]
 ##### 
1232. has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .  [ID: 36004]
 ##### 
1233. just another combination of bad animation and mindless violence ...  [ID: 6093]
 ##### 
1234. intriguing questions  [ID: 16855]
 ##### 
1235. joyless ,  [ID: 53147]
 ##### 
1236. gasp , shudder  [ID: 24794]
 ##### 
1237. but no . .  [ID: 60443]
 ##### 
1238. berling and béart ... continue to impress  [ID: 36661]
 ##### 
1239. rounded and revealing  [ID: 26160]
 ##### 
1240. of rich detail condensed  [ID: 36238]
 ##### 
1241. the pile of useless actioners  [ID: 661]
 ##### 
1242. queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .  [ID: 8430]
 ##### 
1243. has some special qualities and the soulful gravity of crudup 's anchoring performance  [ID: 19633]
 ##### 
1244. freaks  [ID: 42409]
 ##### 
1245. are too many bona fide groaners among too few laughs  [ID: 51641]
 ##### 
1246. as the tiresome rant of an aging filmmaker still thumbing his nose at convention  [ID: 21941]
 ##### 
1247. in the most blithe exchanges gives the film its lingering tug  [ID: 54987]
 ##### 
1248. is top-notch  [ID: 6544]
 ##### 
1249. disguise it as an unimaginative screenwriter 's invention  [ID: 9701]
 ##### 
1250. let 's get this thing over with  [ID: 35586]
 ##### 
1251. it all starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television .  [ID: 66981]
 ##### 
1252. familial  [ID: 36051]
 ##### 
1253. got a house full of tots -- do n't worry  [ID: 15177]
 ##### 
1254. are sweet and believable , and  [ID: 32457]
 ##### 
1255. does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency  [ID: 36249]
 ##### 
1256. so bland  [ID: 36250]
 ##### 
1257. priceless  [ID: 65260]
 ##### 
1258. a finely written ,  [ID: 50991]
 ##### 
1259. the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .  [ID: 47019]
 ##### 
1260. want to see it twice  [ID: 58598]
 ##### 
1261. becomes a simplistic story about a dysfunctional parent-child relationship  [ID: 5218]
 ##### 
1262. into comedy futility  [ID: 38100]
 ##### 
1263. completely creatively stillborn and  [ID: 32900]
 ##### 
1264. the central flaw  [ID: 40253]
 ##### 
1265. about one of cinema 's directorial giants  [ID: 61816]
 ##### 
1266. squander jennifer love hewitt  [ID: 67007]
 ##### 
1267. evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .  [ID: 7274]
 ##### 
1268. a confusing melange of tones and styles , one moment a romantic trifle  [ID: 21326]
 ##### 
1269. an inspiring tale  [ID: 10514]
 ##### 
1270. a nice little story  [ID: 61711]
 ##### 
1271. breaks no new ground and treads old turf like a hippopotamus ballerina  [ID: 20918]
 ##### 
1272. its extraordinary intelligence and originality  [ID: 47497]
 ##### 
1273. is likely to cause massive cardiac arrest if taken in large doses  [ID: 21927]
 ##### 
1274. best korean film  [ID: 66541]
 ##### 
1275. it 's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison .  [ID: 26549]
 ##### 
1276. the stale material  [ID: 64446]
 ##### 
1277. feeble comedy .  [ID: 431]
 ##### 
1278. like .  [ID: 25249]
 ##### 
1279. is just a corny examination of a young actress trying to find her way .  [ID: 35764]
 ##### 
1280. jovial air  [ID: 27119]
 ##### 
1281. of no erotic or sensuous charge  [ID: 63478]
 ##### 
1282. embarrassingly  [ID: 24835]
 ##### 
1283. inside the mess that is world traveler  [ID: 66413]
 ##### 
1284. has actually bothered to construct a real story this time .  [ID: 21180]
 ##### 
1285. an intriguing bit  [ID: 33583]
 ##### 
1286. 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy  [ID: 25538]
 ##### 
1287. some kind of goofy grandeur  [ID: 4080]
 ##### 
1288. is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .  [ID: 44451]
 ##### 
1289. but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history  [ID: 36779]
 ##### 
1290. worthy substitute  [ID: 32245]
 ##### 
1291. the pacing is deadly  [ID: 62650]
 ##### 
1292. about the origins of nazi politics and aesthetics  [ID: 59763]
 ##### 
1293. poignant and delicately  [ID: 9910]
 ##### 
1294. to a satisfying crime drama  [ID: 53375]
 ##### 
1295. the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects  [ID: 64051]
 ##### 
1296. but dull and ankle-deep  [ID: 28446]
 ##### 
1297. which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director  [ID: 42058]
 ##### 
1298. takes few chances and manages to insult the intelligence of everyone in the audience  [ID: 64898]
 ##### 
1299. jaw-droppingly superficial , straining to get by on humor that is not even as daring as john ritter 's glory days on three 's company .  [ID: 10700]
 ##### 
1300. george hickenlooper 's  [ID: 39383]
 ##### 
1301. keep it up  [ID: 4947]
 ##### 
1302. sexy and romantic  [ID: 40608]
 ##### 
1303. tells a story whose restatement is validated by the changing composition of the nation .  [ID: 4462]
 ##### 
1304. a classic  [ID: 50139]
 ##### 
1305. riveting story  [ID: 13571]
 ##### 
1306. it is too bad that this likable movie is n't more accomplished .  [ID: 51890]
 ##### 
1307. think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world 's most generic rock star .  [ID: 8544]
 ##### 
1308. texture and realism  [ID: 15123]
 ##### 
1309. when the bullets start to fly , your first instinct is to duck  [ID: 28678]
 ##### 
1310. could n't care less  [ID: 44415]
 ##### 
1311. warm , fuzzy feeling  [ID: 38981]
 ##### 
1312. it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year  [ID: 40426]
 ##### 
1313. is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .  [ID: 37228]
 ##### 
1314. demonstrates just how far his storytelling skills have eroded  [ID: 55796]
 ##### 
1315. communal spirit  [ID: 54443]
 ##### 
1316. poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat  [ID: 24626]
 ##### 
1317. this film puts wang at the forefront of china 's sixth generation of film makers .  [ID: 7681]
 ##### 
1318. give a thought to the folks who prepare and  [ID: 45571]
 ##### 
1319. interest can not be revived .  [ID: 46620]
 ##### 
1320. of the family vacation  [ID: 11520]
 ##### 
1321. you 're an agnostic carnivore  [ID: 54196]
 ##### 
1322. nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin  [ID: 3143]
 ##### 
1323. is certainly worth seeing at least once  [ID: 65037]
 ##### 
1324. as a visionary with a tale full of nuance and character dimension  [ID: 4008]
 ##### 
1325. that an epic four-hour indian musical about a cricket game could be this good  [ID: 5417]
 ##### 
1326. like ` praise the lord , he 's the god of second chances '  [ID: 62120]
 ##### 
1327. its courageousness  [ID: 35058]
 ##### 
1328. enters the pantheon of wreckage that includes battlefield earth and showgirls  [ID: 66472]
 ##### 
1329. is banal in its message and the choice of material  [ID: 30491]
 ##### 
1330. , bordering on offensive , waste of time , money and celluloid .  [ID: 3390]
 ##### 
1331. it has its moments  [ID: 46602]
 ##### 
1332. who does a convincing impersonation here of a director enjoying himself immensely  [ID: 61642]
 ##### 
1333. exceedingly dull  [ID: 55168]
 ##### 
1334. enough innovation or pizazz  [ID: 65382]
 ##### 
1335. is omitted nor a cliché left unsaid  [ID: 42803]
 ##### 
1336. up not one but two flagrantly fake thunderstorms to underscore the action  [ID: 48243]
 ##### 
1337. spiced with the intrigue of academic skullduggery and politics .  [ID: 63875]
 ##### 
1338. the screenwriter responsible for one of the worst movies of one year  [ID: 44520]
 ##### 
1339. love stories you will ever see .  [ID: 33725]
 ##### 
1340. little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that  [ID: 56491]
 ##### 
1341. yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .  [ID: 15158]
 ##### 
1342. could make you weep  [ID: 12586]
 ##### 
1343. bland but harmless .  [ID: 40501]
 ##### 
1344. consistently sensitive  [ID: 51552]
 ##### 
1345. energetic and original  [ID: 9740]
 ##### 
1346. too long has ignored  [ID: 35598]
 ##### 
1347. ( less a movie than )  [ID: 53602]
 ##### 
1348. bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness  [ID: 23039]
 ##### 
1349. evans is no hollywood villain  [ID: 6452]
 ##### 
1350. some comic sparks  [ID: 49357]
 ##### 
1351. maryam is a small film , but it offers large rewards  [ID: 64352]
 ##### 
1352. reaching the comic heights it obviously desired  [ID: 7601]
 ##### 
1353. of minor shortcomings  [ID: 57723]
 ##### 
1354. made by a proper , middle-aged woman .  [ID: 66742]
 ##### 
1355. took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .  [ID: 56143]
 ##### 
1356. humane and important  [ID: 47644]
 ##### 
1357. is awesome  [ID: 39813]
 ##### 
1358. the grandeur of the best next generation episodes  [ID: 18287]
 ##### 
1359. donovan ... squanders his main asset  [ID: 4928]
 ##### 
1360. everybody , wan na watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?  [ID: 19152]
 ##### 
1361. even the hastily and amateurishly drawn animation  [ID: 55527]
 ##### 
1362. like an extreme action-packed film with a hint of humor  [ID: 62268]
 ##### 
1363. nothing funny in this every-joke-has - been-told-a -  [ID: 22534]
 ##### 
1364. , the film acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover .  [ID: 47436]
 ##### 
1365. hanukkah  [ID: 4132]
 ##### 
1366. , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel  [ID: 11563]
 ##### 
1367. offers some flashy twists and turns that occasionally fortify this turgid fable .  [ID: 11858]
 ##### 
1368. undeniably exceedingly clever  [ID: 55211]
 ##### 
1369. in a long time that made me want to bolt the theater in the first 10 minutes  [ID: 10864]
 ##### 
1370. a teenybopper ed wood film , replete with the pubescent scandalous innuendo and  [ID: 23561]
 ##### 
1371. embodies the transformation of his character completely .  [ID: 7971]
 ##### 
1372. will leave you with a smile on your face and a grumble in your stomach  [ID: 56976]
 ##### 
1373. of cool stuff packed into espn 's ultimate x.  [ID: 27629]
 ##### 
1374. what makes the movie special  [ID: 67304]
 ##### 
1375. ... an interesting slice of history .  [ID: 57357]
 ##### 
1376. tiresome ugliness  [ID: 16058]
 ##### 
1377. a brilliant college student  [ID: 2860]
 ##### 
1378. sensuality , and sympathy into a story about two adolescent boys .  [ID: 16166]
 ##### 
1379. a canny crowd pleaser ,  [ID: 1309]
 ##### 
1380. be as lonely and needy  [ID: 58244]
 ##### 
1381. in bad filmmaking  [ID: 38849]
 ##### 
1382. a movie that will thrill you , touch you and make you  [ID: 13463]
 ##### 
1383. among the most pitiful directing  [ID: 45803]
 ##### 
1384. lavish  [ID: 51809]
 ##### 
1385. be burns 's strongest film since the brothers mcmullen  [ID: 426]
 ##### 
1386. in a dysfunctional family  [ID: 46912]
 ##### 
1387. worst harangues  [ID: 51540]
 ##### 
1388. reminiscent of alfred hitchcock 's thrillers , most of the scary parts in ` signs ' occur while waiting for things to happen .  [ID: 25513]
 ##### 
1389. essentially ruined -- or , rather  [ID: 21281]
 ##### 
1390. want my money back  [ID: 10226]
 ##### 
1391. sex is one of those films that aims to confuse .  [ID: 54435]
 ##### 
1392. the titillating material  [ID: 48950]
 ##### 
1393. colorful , vibrant introduction  [ID: 737]
 ##### 
1394. probably the best case for christianity since chesterton and lewis .  [ID: 12937]
 ##### 
1395. 's not as obnoxious as tom green 's freddie got fingered  [ID: 37994]
 ##### 
1396. turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing/reappearing acts  [ID: 50437]
 ##### 
1397. despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script .  [ID: 59011]
 ##### 
1398. no big whoop ,  [ID: 28674]
 ##### 
1399. ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .  [ID: 20065]
 ##### 
1400. sorry use of aaliyah in her one and only starring role  [ID: 1862]
 ##### 
1401. is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .  [ID: 14435]
 ##### 
1402. , like silence , it 's a movie that gets under your skin .  [ID: 55995]
 ##### 
1403. offers a persuasive  [ID: 59592]
 ##### 
1404. an ambitious movie  [ID: 22574]
 ##### 
1405. that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans  [ID: 33105]
 ##### 
1406. a rustic retreat and pee against a tree  [ID: 30336]
 ##### 
1407. another phone call warning you that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees  [ID: 24673]
 ##### 
1408. string together enough charming moments  [ID: 53693]
 ##### 
1409. crawl up your own *** in embarrassment  [ID: 41709]
 ##### 
1410. in aimless , arduous , and arbitrary  [ID: 49673]
 ##### 
1411. less sense than the bruckheimeresque american action flicks it emulates  [ID: 36892]
 ##### 
1412. is so rich with period minutiae it 's like dying and going to celluloid heaven  [ID: 36006]
 ##### 
1413. misfiring  [ID: 20979]
 ##### 
1414. the junk-calorie suspense tropes that have all but ruined his career  [ID: 27855]
 ##### 
1415. it should be poignant  [ID: 61857]
 ##### 
1416. candy-coat with pat storylines , precious circumstances and beautiful stars  [ID: 36695]
 ##### 
1417. a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable  [ID: 10445]
 ##### 
1418. served  [ID: 44119]
 ##### 
1419. some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something ,  [ID: 30015]
 ##### 
1420. will find that the road to perdition leads to a satisfying destination .  [ID: 66468]
 ##### 
1421. wonderful , imaginative script  [ID: 2208]
 ##### 
1422. should appeal to anyone willing to succumb to it  [ID: 38429]
 ##### 
1423. not a bad way  [ID: 41934]
 ##### 
1424. to entertain or inspire its viewers  [ID: 28292]
 ##### 
1425. lives up  [ID: 52057]
 ##### 
1426. meets so many of the challenges it poses for itself that one can forgive the film its flaws  [ID: 9483]
 ##### 
1427. , they find new routes through a familiar neighborhood  [ID: 17503]
 ##### 
1428. both as a historical study and as a tragic love story  [ID: 37242]
 ##### 
1429. entertaining itself  [ID: 47567]
 ##### 
1430. ghandi gone bad  [ID: 13936]
 ##### 
1431. that you 've seen it all before , even if you 've never come within a mile of the longest yard  [ID: 3403]
 ##### 
1432. those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .  [ID: 64119]
 ##### 
1433. director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and  [ID: 30340]
 ##### 
1434. bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs  [ID: 61057]
 ##### 
1435. exercise in sham actor workshops and an affected malaise .  [ID: 40947]
 ##### 
1436. a superlative b movie --  [ID: 18372]
 ##### 
1437. 's not wallowing in hormonal melodrama  [ID: 17167]
 ##### 
1438. , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth  [ID: 30533]
 ##### 
1439. martha will leave you with a smile on your face and a grumble in your stomach .  [ID: 44420]
 ##### 
1440. engaging as it is revealing  [ID: 47645]
 ##### 
1441. would leave you cold  [ID: 16919]
 ##### 
1442. help overcome the problematic script .  [ID: 1235]
 ##### 
1443. all your mateys ,  [ID: 49404]
 ##### 
1444. rich and full  [ID: 288]
 ##### 
1445. is not always the prettiest pictures that tell the best story  [ID: 16624]
 ##### 
1446. of extravagant  [ID: 7106]
 ##### 
1447. a fine documentary  [ID: 64389]
 ##### 
1448. a winning piece  [ID: 64623]
 ##### 
1449. unsalvageability  [ID: 55174]
 ##### 
1450. 'n safe as to often play like a milquetoast movie of the week blown up for the big screen  [ID: 912]
 ##### 
1451. informative , intriguing , observant ,  [ID: 35331]
 ##### 
1452. at the end , when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .  [ID: 28922]
 ##### 
1453. self-indulgent  [ID: 33799]
 ##### 
1454. for all of us  [ID: 6891]
 ##### 
1455. to faith and rainbows  [ID: 46157]
 ##### 
1456. of ridiculousness  [ID: 22746]
 ##### 
1457. is a pretty good job  [ID: 6474]
 ##### 
1458. even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .  [ID: 16531]
 ##### 
1459. to feel sorry for mick jagger 's sex life  [ID: 15340]
 ##### 
1460. virtually no one is bound to show up at theaters for it  [ID: 52980]
 ##### 
1461. redundant and inauthentic  [ID: 39371]
 ##### 
1462. contrived as this may sound  [ID: 8195]
 ##### 
1463. a slice of american pie hijinks  [ID: 20226]
 ##### 
1464. atrociously  [ID: 24431]
 ##### 
1465. the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly  [ID: 23606]
 ##### 
1466. way original  [ID: 23597]
 ##### 
1467. the previous movies  [ID: 58833]
 ##### 
1468. deals with hot-button issues in a comedic context  [ID: 61777]
 ##### 
1469. much stronger  [ID: 59133]
 ##### 
1470. a bittersweet drama about the limbo of grief and how truth-telling  [ID: 63544]
 ##### 
1471. seem smug and cartoonish  [ID: 28568]
 ##### 
1472. finely  [ID: 67060]
 ##### 
1473. mind crappy movies as much  [ID: 50868]
 ##### 
1474. lacks it  [ID: 18712]
 ##### 
1475. is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot  [ID: 48023]
 ##### 
1476. witless script  [ID: 36308]
 ##### 
1477. on the young woman 's infirmity and her naive dreams  [ID: 10313]
 ##### 
1478. may be wondering what all that jazz was about `` chicago '' in 2002 .  [ID: 19806]
 ##### 
1479. pity anyone who sees this  [ID: 28265]
 ##### 
1480. wo n't join the pantheon of great monster/science fiction flicks that we have come to love ...  [ID: 24377]
 ##### 
1481. 's easy to like  [ID: 25228]
 ##### 
1482. gay s/m fantasy  [ID: 18057]
 ##### 
1483. depraved , incoherent , instantly disposable  [ID: 16993]
 ##### 
1484. with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers  [ID: 30560]
 ##### 
1485. tell the best story  [ID: 10805]
 ##### 
1486. is life affirming and heartbreaking , sweet without the decay factor , funny and sad  [ID: 40858]
 ##### 
1487. let 's see , a haunted house , a haunted ship , what 's next  [ID: 42242]
 ##### 
1488. coral reef adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs  [ID: 63681]
 ##### 
1489. a charm that 's conspicuously missing from the girls ' big-screen blowout  [ID: 3338]
 ##### 
1490. inspirational status  [ID: 6036]
 ##### 
1491. if swimfan does catch on , it may be because teens are looking for something to make them laugh .  [ID: 9015]
 ##### 
1492. considerable wit  [ID: 47500]
 ##### 
1493. in action  [ID: 58207]
 ##### 
1494. with his effortless performance  [ID: 45982]
 ##### 
1495. logistically  [ID: 45477]
 ##### 
1496. manic  [ID: 64850]
 ##### 
1497. adroit but finally a trifle flat , mad love does n't galvanize its outrage the way , say  [ID: 22717]
 ##### 
1498. remind them that hong kong action cinema is still alive and kicking  [ID: 16100]
 ##### 
1499. everyone , especially movie musical fans , has been hoping for  [ID: 63876]
 ##### 
1500. the cinematic canon  [ID: 18216]
 ##### 
1501. being more valuable in the way they help increase an average student 's self-esteem  [ID: 39427]
 ##### 
1502. form an acting bond that makes the banger sisters a fascinating character study with laughs to spare  [ID: 12652]
 ##### 
1503. most devastating  [ID: 10838]
 ##### 
1504. unique and quirky  [ID: 5862]
 ##### 
1505. a better film  [ID: 21084]
 ##### 
1506. well-paced and  [ID: 4743]
 ##### 
1507. well-formed  [ID: 58770]
 ##### 
1508. contemporary chinese life that many outsiders will be surprised to know  [ID: 34843]
 ##### 
1509. unhibited  [ID: 43867]
 ##### 
1510. 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .  [ID: 10491]
 ##### 
1511. a gratingly unfunny groaner  [ID: 45185]
 ##### 
1512. workmanlike  [ID: 32792]
 ##### 
1513. 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed  [ID: 56445]
 ##### 
1514. if you really want to understand what this story is really all about , you 're far better served by the source material .  [ID: 50679]
 ##### 
1515. as enlightening , insightful and entertaining as grant 's two best films  [ID: 64308]
 ##### 
1516. a stirring road movie .  [ID: 48657]
 ##### 
1517. terribly funny  [ID: 22730]
 ##### 
1518. aggravating  [ID: 42053]
 ##### 
1519. they find new routes through a familiar neighborhood  [ID: 33176]
 ##### 
1520. polanski has found the perfect material with which to address his own world war ii experience in his signature style .  [ID: 65735]
 ##### 
1521. action-adventure buffs  [ID: 9246]
 ##### 
1522. a paint-by-numbers picture  [ID: 67210]
 ##### 
1523. plays better only for the film 's publicists or for people who take as many drugs as the film 's characters  [ID: 48486]
 ##### 
1524. truly edgy  [ID: 28626]
 ##### 
1525. frequent laughter  [ID: 39485]
 ##### 
1526. hastily and amateurishly  [ID: 14646]
 ##### 
1527. moldering  [ID: 32284]
 ##### 
1528. opts to overlook this goofily endearing and well-lensed gorefest  [ID: 36571]
 ##### 
1529. , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .  [ID: 19107]
 ##### 
1530. by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy  [ID: 45558]
 ##### 
1531. we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again  [ID: 63554]
 ##### 
1532. you 'll enjoy this movie .  [ID: 13039]
 ##### 
1533. sophisticated and surprising  [ID: 9690]
 ##### 
1534. that works .  [ID: 35963]
 ##### 
1535. a loose , poorly structured film  [ID: 57144]
 ##### 
1536. most complex , generous and subversive artworks  [ID: 24220]
 ##### 
1537. be distasteful to children and adults  [ID: 17385]
 ##### 
1538. solid , satisfying fare for adults  [ID: 46959]
 ##### 
1539. , very enjoyable ...  [ID: 20873]
 ##### 
1540. it searches ( vainly , i think ) for something fresh to say  [ID: 19970]
 ##### 
1541. by surrounding us with hyper-artificiality  [ID: 12000]
 ##### 
1542. absurdities and inconsistencies  [ID: 43878]
 ##### 
1543. charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .  [ID: 58078]
 ##### 
1544. can seem tiresomely simpleminded  [ID: 55802]
 ##### 
1545. is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .  [ID: 18357]
 ##### 
1546. a problem hollywood too long has ignored  [ID: 17832]
 ##### 
1547. compassionate spirit  [ID: 55040]
 ##### 
1548. seen to better advantage on cable , especially considering its barely  [ID: 46741]
 ##### 
1549. succeed merrily at their noble endeavor  [ID: 27403]
 ##### 
1550. good and ambitious film  [ID: 11771]
 ##### 
1551. alas , getting there is not even half the interest .  [ID: 63901]
 ##### 
1552. a heart , mind or humor  [ID: 50808]
 ##### 
1553. of a thousand cliches  [ID: 38171]
 ##### 
1554. imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s .  [ID: 31460]
 ##### 
1555. sit through ,  [ID: 34]
 ##### 
1556. who might otherwise go unnoticed and underappreciated by music fans  [ID: 6359]
 ##### 
1557. become very involved  [ID: 62164]
 ##### 
1558. richard pryor mined his personal horrors and came up with a treasure chest of material ,  [ID: 25186]
 ##### 
1559. rock-solid little genre picture  [ID: 53116]
 ##### 
1560. suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .  [ID: 14587]
 ##### 
1561. robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .  [ID: 18857]
 ##### 
1562. unifying rhythm  [ID: 28224]
 ##### 
