Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 80 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. obsessive  [ID: 60655]
1173. hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire  [ID: 50992]
 ##### 
1174. distances you  [ID: 39835]
 ##### 
1175. a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship  [ID: 23245]
 ##### 
1176. just another teen movie ,  [ID: 48706]
 ##### 
1177. the film fearlessly gets under the skin of the people involved  [ID: 58008]
 ##### 
1178. where something 's happening  [ID: 17973]
 ##### 
1179. that if she had to sit through it again , she should ask for a raise  [ID: 32598]
 ##### 
1180. a manically generous christmas  [ID: 40274]
 ##### 
1181. too bland and fustily tasteful to be truly prurient .  [ID: 22960]
 ##### 
1182. realize , much to our dismay , that this really did happen  [ID: 24056]
 ##### 
1183. 's the sweet cinderella story  [ID: 56016]
 ##### 
1184. draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss  [ID: 614]
 ##### 
1185. photographed with color and depth , and rather a good time  [ID: 66895]
 ##### 
1186. you enough to feel good about  [ID: 62662]
 ##### 
1187. is clumsy  [ID: 45553]
 ##### 
1188. imax trip  [ID: 5351]
 ##### 
1189. ( gulpilil ) is a commanding screen presence ,  [ID: 33602]
 ##### 
1190. is terrific  [ID: 59820]
 ##### 
1191. his usual intelligence and subtlety  [ID: 46032]
 ##### 
1192. oscar-winning  [ID: 14534]
 ##### 
1193. mcgrath has deftly trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .  [ID: 1550]
 ##### 
1194. fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur  [ID: 1639]
 ##### 
1195. deeply absorbing  [ID: 14393]
 ##### 
1196. warm ,  [ID: 24693]
 ##### 
1197. boredom to the point of collapse , turning into a black hole of dullness ,  [ID: 15051]
 ##### 
1198. are familiar with , and makes you care about music you may not have heard before .  [ID: 67016]
 ##### 
1199. the value and respect for the term epic cinema  [ID: 232]
 ##### 
1200. sure where self-promotion ends and the truth begins  [ID: 43415]
 ##### 
1201. a teenybopper ed wood film , replete with the pubescent scandalous innuendo and  [ID: 23561]
 ##### 
1202. exposes the limitations of his skill and the basic flaws in his vision  [ID: 10533]
 ##### 
1203. surprising highs , sorrowful lows and hidden impulsive niches  [ID: 24014]
 ##### 
1204. eccentric and good-naturedly aimless story  [ID: 42849]
 ##### 
1205. through the gloomy film noir veil  [ID: 20740]
 ##### 
1206. all things insipid  [ID: 57036]
 ##### 
1207. notwithstanding my problem with the movie 's final half hour , i 'm going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal , and  [ID: 2661]
 ##### 
1208. the horrifying historical reality  [ID: 15883]
 ##### 
1209. lawrence hates criticism so much that he refuses to evaluate his own work  [ID: 39607]
 ##### 
1210. the unfulfilling  [ID: 26961]
 ##### 
1211. is a beautiful film to watch  [ID: 66167]
 ##### 
1212. compassionate spirit  [ID: 55040]
 ##### 
1213. 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .  [ID: 31321]
 ##### 
1214. comes together as a coherent whole  [ID: 14488]
 ##### 
1215. am more offended by his lack of faith in his audience than by anything on display  [ID: 44126]
 ##### 
1216. well-deserved reputation  [ID: 4059]
 ##### 
1217. does spider-man deliver , but i suspect it might deliver again and again .  [ID: 62759]
 ##### 
1218. making his wife look so bad in a major movie  [ID: 47928]
 ##### 
1219. , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .  [ID: 4583]
 ##### 
1220. , politically charged tapestry  [ID: 20639]
 ##### 
1221. philosophical  [ID: 51526]
 ##### 
1222. it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .  [ID: 10906]
 ##### 
1223. it does n't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that .  [ID: 1223]
 ##### 
1224. by and large this is mr. kilmer 's movie , and it 's his strongest performance since the doors  [ID: 53058]
 ##### 
1225. even more ludicrous  [ID: 24487]
 ##### 
1226. visual hideousness  [ID: 15475]
 ##### 
1227. an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller  [ID: 5754]
 ##### 
1228. devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .  [ID: 1453]
 ##### 
1229. lift the movie above its playwriting 101 premise  [ID: 29973]
 ##### 
1230. to find the small , human moments  [ID: 39827]
 ##### 
1231. ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense  [ID: 33526]
 ##### 
1232. a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth  [ID: 29932]
 ##### 
1233. fall apart  [ID: 30933]
 ##### 
1234. wallowing in hormonal melodrama  [ID: 19674]
 ##### 
1235. via kirsten dunst 's remarkable performance  [ID: 29163]
 ##### 
1236. the inherent limitations of using a video game as the source material movie  [ID: 52059]
 ##### 
1237. the film to drag on for nearly three hours  [ID: 40850]
 ##### 
1238. being a complete waste of time  [ID: 35482]
 ##### 
1239. took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .  [ID: 56143]
 ##### 
1240. built on a faulty premise , one it follows into melodrama and silliness  [ID: 51122]
 ##### 
1241. laughably unbearable when it is n't merely offensive .  [ID: 66879]
 ##### 
1242. reek of a script rewrite designed to garner the film a `` cooler '' pg-13 rating  [ID: 35346]
 ##### 
1243. especially williams , an american actress who becomes fully english  [ID: 22910]
 ##### 
1244. love stories you will ever see  [ID: 50248]
 ##### 
1245. an entertainment  [ID: 58357]
 ##### 
1246. , brisk delight  [ID: 57678]
 ##### 
1247. realism , crisp storytelling and  [ID: 49323]
 ##### 
1248. love it ...  [ID: 38347]
 ##### 
1249. this slight premise  [ID: 15012]
 ##### 
1250. miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .  [ID: 33404]
 ##### 
1251. you have the patience for it  [ID: 55978]
 ##### 
1252. rely on dumb gags , anatomical humor , or character cliches  [ID: 37103]
 ##### 
1253. , what 's with the unexplained baboon cameo ?  [ID: 42966]
 ##### 
1254. satisfying destination  [ID: 1836]
 ##### 
1255. so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama  [ID: 37081]
 ##### 
1256. while the third feels limited by its short running time  [ID: 46601]
 ##### 
1257. it pretends to investigate  [ID: 32459]
 ##### 
1258. a film that has nothing  [ID: 26790]
 ##### 
1259. welcomes  [ID: 24811]
 ##### 
1260. philippe , who makes oliver far more interesting than the character 's lines would suggest , and  [ID: 13432]
 ##### 
1261. have finally aged past his prime ... and , perhaps more than he realizes  [ID: 17375]
 ##### 
1262. a disappointment is the superficial way it deals with its story .  [ID: 62782]
 ##### 
1263. offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .  [ID: 54398]
 ##### 
1264. director nancy savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .  [ID: 9971]
 ##### 
1265. eventually gets around to its real emotional business , striking deep chords of sadness .  [ID: 40264]
 ##### 
1266. a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .  [ID: 43274]
 ##### 
1267. was a deserved co-winner of the audience award for documentaries at the sundance film festival  [ID: 19811]
 ##### 
1268. can write and deliver a one liner as well as anybody  [ID: 52200]
 ##### 
1269. no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised .  [ID: 28606]
 ##### 
1270. it 's insanely violent and very graphic  [ID: 49779]
 ##### 
1271. funny or  [ID: 22041]
 ##### 
1272. religion that dares to question an ancient faith ,  [ID: 31332]
 ##### 
1273. on the whole , you 're gon na like this movie .  [ID: 4652]
 ##### 
1274. the hail of bullets , none of which ever seem to hit  [ID: 648]
 ##### 
1275. underdone potato  [ID: 66744]
 ##### 
1276. is a movie where the most notable observation is how long you 've been sitting still .  [ID: 12507]
 ##### 
1277. enticing and often funny documentary .  [ID: 62637]
 ##### 
1278. uninspired scripts , acting and direction  [ID: 30682]
 ##### 
1279. 's hard to understand why anyone in his right mind would even think to make the attraction a movie .  [ID: 45417]
 ##### 
1280. the raunch in favor of gags that rely on the strength of their own cleverness  [ID: 65435]
 ##### 
1281. a happy ending  [ID: 45223]
 ##### 
1282. incongruous  [ID: 53181]
 ##### 
1283. have to see it .  [ID: 66779]
 ##### 
1284. that 's about as overbearing and over-the-top as the family it  [ID: 28953]
 ##### 
1285. the jokes are flat , and the action looks fake .  [ID: 52818]
 ##### 
1286. so pertinent and enduring  [ID: 60169]
 ##### 
1287. something a little more special behind it : music that did n't sell many records but helped change a nation  [ID: 63143]
 ##### 
1288. even though the film does n't manage to hit all of its marks  [ID: 27457]
 ##### 
1289. unembarrassing but unmemorable  [ID: 53355]
 ##### 
1290. entirely witless and inane  [ID: 14665]
 ##### 
1291. caught up in the rush of slapstick thoroughfare  [ID: 13213]
 ##### 
1292. thoughtlessly assembled  [ID: 22690]
 ##### 
1293. to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else  [ID: 53707]
 ##### 
1294. keep it up  [ID: 4947]
 ##### 
1295. even its target audience talked all the way through it  [ID: 55822]
 ##### 
1296. a surprisingly anemic disappointment  [ID: 44699]
 ##### 
1297. elegant work  [ID: 17389]
 ##### 
1298. meandering and confusing .  [ID: 9039]
 ##### 
1299. that it is one that allows him to churn out one mediocre movie after another  [ID: 61040]
 ##### 
1300. does not work .  [ID: 666]
 ##### 
1301. his boisterous energy fails to spark this leaden comedy  [ID: 50817]
 ##### 
1302. overly sillified plot  [ID: 59165]
 ##### 
1303. never clearly defines his characters or gives us a reason to care about them .  [ID: 12249]
 ##### 
1304. potty-mouthed enough for pg-13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults .  [ID: 43447]
 ##### 
1305. views youthful affluence not as a lost ideal but a starting point  [ID: 52722]
 ##### 
1306. once in the rush to save the day did i become very involved in the proceedings ; to me  [ID: 4514]
 ##### 
1307. sublime  [ID: 30334]
 ##### 
1308. escapes the precious trappings of most romantic comedies , infusing into the story very real ,  [ID: 60833]
 ##### 
1309. too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .  [ID: 35608]
 ##### 
1310. i liked about it  [ID: 31250]
 ##### 
1311. buoyant , expressive  [ID: 48915]
 ##### 
1312. a special kind of movie  [ID: 22834]
 ##### 
1313. intricate magic  [ID: 28908]
 ##### 
1314. carmichael  [ID: 42879]
 ##### 
1315. babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics  [ID: 14713]
 ##### 
1316. offend viewers not amused by the sick sense of humor  [ID: 7803]
 ##### 
1317. knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .  [ID: 21755]
 ##### 
1318. love sweetly  [ID: 31467]
 ##### 
1319. the tears come during that final , beautiful scene  [ID: 59823]
 ##### 
1320. takes great pleasure  [ID: 60809]
 ##### 
1321. has come to new york city to replace past tragedy with the american dream  [ID: 45201]
 ##### 
1322. by some cynical creeps at revolution studios and imagine entertainment  [ID: 46230]
 ##### 
1323. all-time low  [ID: 40885]
 ##### 
1324. , hartley created a monster but did n't know how to handle it .  [ID: 59180]
 ##### 
1325. quirkily appealing  [ID: 65971]
 ##### 
1326. gore for suspense .  [ID: 32388]
 ##### 
1327. are so crucial to the genre and another first-rate performance by top-billed star bruce willis  [ID: 51078]
 ##### 
1328. jagged ,  [ID: 10921]
 ##### 
1329. in future years as an eloquent memorial  [ID: 42676]
 ##### 
1330. wholly unnecessary  [ID: 14257]
 ##### 
1331. crystallize key plot moments  [ID: 38098]
 ##### 
1332. familiar and tired  [ID: 50351]
 ##### 
1333. a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .  [ID: 38519]
 ##### 
1334. one big excuse to play one lewd scene after another  [ID: 4388]
 ##### 
1335. vivid , spicy footnote  [ID: 35689]
 ##### 
1336. it 's about issues most adults have to face in marriage and  [ID: 49829]
 ##### 
1337. the movie generates plot points with a degree of randomness usually achieved only by lottery drawing .  [ID: 55170]
 ##### 
1338. are gorgeous and finely detailed  [ID: 26775]
 ##### 
1339. lacks the inspiration of the original  [ID: 19875]
 ##### 
1340. starts out strongly  [ID: 54646]
 ##### 
1341. two hours of junk  [ID: 7165]
 ##### 
1342. the level of an after-school tv special  [ID: 7326]
 ##### 
1343. who has never made anything that was n't at least watchable  [ID: 7561]
 ##### 
1344. that plays things so nice  [ID: 41272]
 ##### 
1345. with its moving story  [ID: 15033]
 ##### 
1346. of romance , dancing , singing , and unforgettable characters  [ID: 8180]
 ##### 
1347. feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .  [ID: 48372]
 ##### 
1348. spielberg 's realization of a near-future america is masterful .  [ID: 2617]
 ##### 
1349. the direction has a fluid , no-nonsense authority , and  [ID: 28415]
 ##### 
1350. , you are likely to be as heartily sick of mayhem as cage 's war-weary marine .  [ID: 27145]
 ##### 
1351. way off  [ID: 11851]
 ##### 
1352. fiji diver rusi vulakoro and the married couple howard and michelle hall )  [ID: 8363]
 ##### 
1353. a big musical number like ` praise the lord , he 's the god of second chances '  [ID: 64953]
 ##### 
1354. some kind of goofy grandeur  [ID: 4080]
 ##### 
1355. is a gorgeous and deceptively minimalist cinematic tone poem .  [ID: 51258]
 ##### 
1356. 's an 88-minute highlight reel that 's 86 minutes too long .  [ID: 34489]
 ##### 
1357. charismatic jackie chan  [ID: 55298]
 ##### 
1358. is heartfelt and hilarious  [ID: 14579]
 ##### 
1359. mediocre horror film  [ID: 8107]
 ##### 
1360. well-meant but  [ID: 39141]
 ##### 
1361. another masterpiece  [ID: 833]
 ##### 
1362. asks you to feel sorry for mick jagger 's sex life  [ID: 34129]
 ##### 
1363. the negative and the script  [ID: 42744]
 ##### 
1364. punctuated by sudden shocks  [ID: 17066]
 ##### 
1365. , then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years .  [ID: 28730]
 ##### 
1366. young everlyn sampi , as the courageous molly craig  [ID: 18581]
 ##### 
1367. real snooze .  [ID: 48827]
 ##### 
1368. poignant and funny  [ID: 1511]
 ##### 
1369. family fun  [ID: 36653]
 ##### 
1370. , unimaginative  [ID: 35185]
 ##### 
1371. trained to live out and carry on their parents ' anguish  [ID: 11617]
 ##### 
1372. is just lazy  [ID: 21644]
 ##### 
1373. creative action  [ID: 57013]
 ##### 
1374. there is nothing redeeming about this movie .  [ID: 43743]
 ##### 
1375. stretches of impact and moments  [ID: 38532]
 ##### 
1376. two best films  [ID: 58614]
 ##### 
1377. have n't seen such self-amused trash since freddy got fingered  [ID: 28351]
 ##### 
1378. skins has a desolate air  [ID: 36467]
 ##### 
1379. the heedless impetuousness of youth is on full , irritating display in ( this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot .  [ID: 27470]
 ##### 
1380. stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 .  [ID: 42886]
 ##### 
1381. there 's no good answer to that one .  [ID: 30960]
 ##### 
1382. is not only a love song to the movies  [ID: 21630]
 ##### 
1383. directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .  [ID: 528]
 ##### 
1384. writer-director david jacobson  [ID: 1725]
 ##### 
1385. recite some of this laughable dialogue  [ID: 4471]
 ##### 
1386. of the best next generation episodes  [ID: 2790]
 ##### 
1387. tavernier 's film bounds along with the rat-a-tat energy of `` his girl friday , '' maintaining a light touch while tackling serious themes .  [ID: 19737]
 ##### 
1388. vastly improved  [ID: 48002]
 ##### 
1389. , this movie is hopeless  [ID: 45844]
 ##### 
1390. episodic choppiness ,  [ID: 13428]
 ##### 
1391. , martin is a masterfully conducted work .  [ID: 65670]
 ##### 
1392. is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons .  [ID: 40753]
 ##### 
1393. leads up to a strangely sinister happy ending  [ID: 12994]
 ##### 
1394. how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .  [ID: 30237]
 ##### 
1395. it 's rare to find a film to which the adjective ` gentle ' applies , but  [ID: 59773]
 ##### 
1396. lacked any  [ID: 62877]
 ##### 
1397. canada  [ID: 36501]
 ##### 
1398. a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .  [ID: 20702]
 ##### 
1399. a gory slash-fest  [ID: 5812]
 ##### 
1400. this region and  [ID: 13133]
 ##### 
1401. the discomfort and embarrassment of being a bumbling american in europe  [ID: 67018]
 ##### 
1402. humdrum  [ID: 58476]
 ##### 
1403. this 10th film in the series looks and feels tired .  [ID: 36053]
 ##### 
1404. are , with the drumming routines , among the film 's saving graces  [ID: 61188]
 ##### 
1405. starts as an intense political and psychological thriller  [ID: 48809]
 ##### 
1406. helped change a nation  [ID: 57395]
 ##### 
1407. far more successful  [ID: 55096]
 ##### 
1408. its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .  [ID: 43025]
 ##### 
1409. are far more alienating than involving  [ID: 8911]
 ##### 
1410. life  [ID: 59771]
 ##### 
1411. pulse  [ID: 34701]
 ##### 
1412. an affectionately goofy satire that 's unafraid to throw elbows when necessary ...  [ID: 65888]
 ##### 
1413. while delivering a more than satisfactory amount of carnage  [ID: 38448]
 ##### 
1414. an ungainly movie  [ID: 63733]
 ##### 
1415. so far-fetched it would be impossible to believe if it were n't true  [ID: 60352]
 ##### 
1416. a rambling and incoherent manifesto  [ID: 20055]
 ##### 
1417. more entertaining ,  [ID: 63975]
 ##### 
1418. a balanced film  [ID: 14824]
 ##### 
1419. whiny pouty-lipped poof  [ID: 48885]
 ##### 
1420. , but with material this rich it does n't need it  [ID: 36231]
 ##### 
1421. genuine heart  [ID: 25892]
 ##### 
1422. all of the elements are in place for a great film noir , but  [ID: 60278]
 ##### 
1423. refreshed and  [ID: 12646]
 ##### 
1424. the rich and sudden wisdom ,  [ID: 8901]
 ##### 
1425. engaging criminal  [ID: 57090]
 ##### 
1426. the funniest film  [ID: 36365]
 ##### 
1427. abandoned ,  [ID: 49378]
 ##### 
1428. that one eventually resents having to inhale this gutter romancer 's secondhand material  [ID: 47210]
 ##### 
1429. capture these musicians in full regalia  [ID: 55019]
 ##### 
1430. a wacky , screwball comedy  [ID: 2451]
 ##### 
1431. compressed into an evanescent , seamless and sumptuous stream of consciousness  [ID: 26430]
 ##### 
1432. a party political broadcast  [ID: 30593]
 ##### 
1433. like kubrick , soderbergh is n't afraid to try any genre and to do it his own way .  [ID: 55225]
 ##### 
1434. romantic crime comedy  [ID: 53551]
 ##### 
1435. there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .  [ID: 45700]
 ##### 
1436. 's a movie that gets under your skin  [ID: 14640]
 ##### 
1437. five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before  [ID: 34724]
 ##### 
1438. deadpan cool , wry humor  [ID: 8674]
 ##### 
1439. sultry  [ID: 24618]
 ##### 
1440. masochism  [ID: 20079]
 ##### 
1441. parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .  [ID: 50064]
 ##### 
1442. do justice to the awfulness of the movie ,  [ID: 50891]
 ##### 
1443. a fascinating profile of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic  [ID: 63602]
 ##### 
1444. funniest idea  [ID: 26216]
 ##### 
1445. his character 's abundant humanism makes him the film 's moral compass  [ID: 21613]
 ##### 
1446. i imagined a movie ever could be  [ID: 21295]
 ##### 
1447. a strong sense of humanism  [ID: 41976]
 ##### 
1448. ` innovative ' and ` realistic '  [ID: 53385]
 ##### 
1449. every bit as imperious  [ID: 58651]
 ##### 
1450. most enjoyable releases  [ID: 43993]
 ##### 
1451. comes together  [ID: 45945]
 ##### 
1452. merits  [ID: 29346]
 ##### 
1453. love story  [ID: 66670]
 ##### 
1454. directed , barely ,  [ID: 49841]
 ##### 
1455. stand tall  [ID: 39468]
 ##### 
1456. timely , tongue-in-cheek  [ID: 659]
 ##### 
1457. is confusing on one level or another , making ararat far more demanding than it needs to be  [ID: 1432]
 ##### 
1458. often contradictory  [ID: 31260]
 ##### 
1459. a loquacious and dreary piece of business .  [ID: 39155]
 ##### 
1460. well-crafted film  [ID: 31367]
 ##### 
1461. an energetic , extreme-sports adventure  [ID: 60098]
 ##### 
1462. 's certainly an honest attempt to get at something  [ID: 48518]
 ##### 
1463. however entertainingly presented  [ID: 42764]
 ##### 
1464. catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them  [ID: 15684]
 ##### 
1465. compelling enough  [ID: 18336]
 ##### 
1466. you have nothing better to do with 94 minutes  [ID: 51535]
 ##### 
1467. guide a loose , poorly structured film  [ID: 14831]
 ##### 
1468. , it could have been a thinking man 's monster movie  [ID: 19988]
 ##### 
1469. something of the ultimate scorsese film  [ID: 10411]
 ##### 
1470. on it 's a wonderful life marathons and bored  [ID: 35673]
 ##### 
1471. its heartfelt concern  [ID: 12090]
 ##### 
1472. you 'll still have a good time . ''  [ID: 20163]
 ##### 
1473. the sometimes murky , always brooding look of i  [ID: 64274]
 ##### 
1474. by numbers , and as easy to be bored by as your abc 's ,  [ID: 56483]
 ##### 
1475. a sensitive , moving , brilliantly constructed work .  [ID: 30157]
 ##### 
1476. ... the movie , shot on digital videotape rather than film , is frequently indecipherable .  [ID: 61015]
 ##### 
1477. that 's old-fashioned in all the best possible ways  [ID: 1580]
 ##### 
1478. together , miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey .  [ID: 41306]
 ##### 
1479. -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention .  [ID: 24625]
 ##### 
1480. see it .  [ID: 38109]
 ##### 
1481. is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .  [ID: 24843]
 ##### 
1482. keen eye ,  [ID: 16533]
 ##### 
1483. of liveliness  [ID: 20137]
 ##### 
1484. a sloppy , amusing comedy  [ID: 50322]
 ##### 
1485. settles into a most traditional , reserved kind of filmmaking  [ID: 21559]
 ##### 
1486. malaise  [ID: 61026]
 ##### 
1487. further sad evidence that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony  [ID: 5975]
 ##### 
1488. his most personal work yet .  [ID: 52192]
 ##### 
1489. as the sulking , moody male hustler in the title role , ( franco ) has all of dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .  [ID: 24942]
 ##### 
1490. is the awkwardly paced soap opera-ish story .  [ID: 20187]
 ##### 
1491. inertia to arrest development in a dead-end existence  [ID: 17057]
 ##### 
1492. hugely imaginative and successful casting to its great credit , as well as  [ID: 51149]
 ##### 
1493. an odd , haphazard , and inconsequential romantic comedy  [ID: 31808]
 ##### 
1494. long overdue  [ID: 59330]
 ##### 
1495. oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .  [ID: 16538]
 ##### 
1496. exceptionally dreary and overwrought  [ID: 46801]
 ##### 
1497. better effects , better acting and a hilarious kenneth branagh  [ID: 58569]
 ##### 
1498. equals the sum of its pretensions .  [ID: 13746]
 ##### 
1499. provides an invaluable service by sparking debate and encouraging thought  [ID: 28698]
 ##### 
1500. invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god  [ID: 10886]
 ##### 
1501. way to entertain or inspire its viewers  [ID: 15276]
 ##### 
1502. come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s  [ID: 59505]
 ##### 
1503. veers like a drunken driver through heavy traffic  [ID: 9723]
 ##### 
1504. often play like a milquetoast movie of the week blown up for the big screen  [ID: 24687]
 ##### 
1505. well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .  [ID: 54014]
 ##### 
1506. i love it ... hell , i dunno .  [ID: 42315]
 ##### 
1507. he appears miserable throughout as he swaggers through his scenes  [ID: 330]
 ##### 
1508. this gets us in trouble  [ID: 48477]
 ##### 
1509. destroy  [ID: 43761]
 ##### 
1510. like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining  [ID: 10674]
 ##### 
1511. deserving of discussion  [ID: 58389]
 ##### 
1512. deceptively simple , deeply satisfying  [ID: 55219]
 ##### 
1513. it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people  [ID: 35983]
 ##### 
1514. somewhat tired premise  [ID: 25353]
 ##### 
1515. genitals  [ID: 31803]
 ##### 
1516. ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane .  [ID: 30728]
 ##### 
1517. philosophers , not  [ID: 42288]
 ##### 
1518. beautifully choreographed  [ID: 39431]
 ##### 
1519. a clear-eyed  [ID: 22345]
 ##### 
1520. just about the best straight-up , old-school horror film of the last 15 years .  [ID: 3578]
 ##### 
1521. it 's loud and boring ; watching it is like being trapped at a bad rock concert  [ID: 50490]
 ##### 
1522. `` wild ride ''  [ID: 64015]
 ##### 
1523. enjoys quirky , fun , popcorn movies with a touch of silliness and a little  [ID: 48285]
 ##### 
1524. harmed  [ID: 45740]
 ##### 
1525. an intriguing species of artifice  [ID: 51566]
 ##### 
1526. hits the bullseye  [ID: 53350]
 ##### 
1527. explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut  [ID: 45170]
 ##### 
1528. the action as gripping  [ID: 5444]
 ##### 
1529. a bad sign  [ID: 17785]
 ##### 
1530. then this first film to use a watercolor background since `` dumbo '' certainly ranks as the most original in years .  [ID: 59831]
 ##### 
1531. an all-star salute  [ID: 58804]
 ##### 
1532. pile too many `` serious issues '' on its plate at times , yet  [ID: 42446]
 ##### 
1533. elbowed aside  [ID: 39209]
 ##### 
1534. if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances .  [ID: 30654]
 ##### 
1535. directed action sequences and some of the worst dialogue in recent memory .  [ID: 10082]
 ##### 
1536. 's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles  [ID: 56035]
 ##### 
1537. the actors are simply too good , and the story too intriguing ,  [ID: 21529]
 ##### 
1538. the heart of the film is a touching reflection on aging , suffering and the prospect of death .  [ID: 3219]
 ##### 
1539. , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .  [ID: 11376]
 ##### 
1540. treads heavily  [ID: 60311]
 ##### 
1541. the man who bilked unsuspecting moviegoers  [ID: 25535]
 ##### 
1542. does hold up pretty well .  [ID: 64142]
 ##### 
1543. to the failure of the third revenge of the nerds sequel  [ID: 40174]
 ##### 
1544. angry  [ID: 19466]
 ##### 
1545. yes , ` it 's like having an old friend for dinner ' .  [ID: 14512]
 ##### 
1546. is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater  [ID: 67330]
 ##### 
1547. it 's packed with adventure and a worthwhile environmental message  [ID: 34035]
 ##### 
1548. performances  [ID: 26932]
 ##### 
1549. of ( woo 's ) best work  [ID: 25062]
 ##### 
1550. grow into a movie career  [ID: 44085]
 ##### 
1551. eludes madonna and , playing a charmless witch  [ID: 37002]
 ##### 
1552. with a serious minded patience , respect and affection  [ID: 41912]
 ##### 
