Consider yourself in the position of an active learning component to help a human annotator. You have to choose the instances that the annotator has to label. You are given a set of instances of a dataset. You can only choose 32 instances. Please think step by step about what you would do to select the instances to label. After this provide the list of instances that you would label, separated by a comma. For example, if you would label the instances 1, 4, 5 then the output should be: 1, 4, 5 The following instances are given to you (seperated with "\n ##### \n"): 

 ##### 
0. robust  [ID: 60608]
 ##### 
2777. where it plainly has no business going  [ID: 17629]
 ##### 
2778. perfunctory conclusion  [ID: 60135]
 ##### 
2779. cold fish  [ID: 67192]
 ##### 
2780. if you 're in the mood for something more comfortable than challenging  [ID: 54149]
 ##### 
2781. an unusual biopic and document of male swingers in the playboy era  [ID: 62478]
 ##### 
2782. long , intricate , star-studded and visually flashy  [ID: 56828]
 ##### 
2783. its old-hat set-up and predictable plot  [ID: 27906]
 ##### 
2784. with low-brow humor , gratuitous violence and a disturbing disregard  [ID: 45260]
 ##### 
2785. playful and  [ID: 16249]
 ##### 
2786. gradually accumulates more layers  [ID: 12185]
 ##### 
2787. possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything  [ID: 59132]
 ##### 
2788. it attractive throughout  [ID: 6033]
 ##### 
2789. to the growing , moldering pile of , well , extreme stunt  [ID: 50744]
 ##### 
2790. tapping into our reality tv obsession , and even tardier  [ID: 41861]
 ##### 
2791. does not proclaim the truth about two love-struck somebodies  [ID: 18378]
 ##### 
2792. reason to miss interview with the assassin  [ID: 56991]
 ##### 
2793. the delicious trimmings ...  [ID: 55668]
 ##### 
2794. split up so that it can do even more damage  [ID: 31611]
 ##### 
2795. a true  [ID: 53780]
 ##### 
2796. delivers a powerful commentary on how governments lie , no matter who runs them  [ID: 1358]
 ##### 
2797. his own idiosyncratic strain  [ID: 38778]
 ##### 
2798. deeply affecting film  [ID: 43752]
 ##### 
2799. of lazy humor  [ID: 44300]
 ##### 
2800. holds up  [ID: 28755]
 ##### 
2801. of emotionally and narratively complex filmmaking  [ID: 40143]
 ##### 
2802. this odd , inexplicable and unpleasant  [ID: 49812]
 ##### 
2803. , and intelligence  [ID: 61875]
 ##### 
2804. not funny performers  [ID: 7161]
 ##### 
2805. ignored it in favor of old ` juvenile delinquent ' paperbacks with titles  [ID: 60392]
 ##### 
2806. good chance  [ID: 65829]
 ##### 
2807. does n't add anything fresh to the myth  [ID: 65640]
 ##### 
2808. almost senseless  [ID: 24320]
 ##### 
2809. a solidly entertaining  [ID: 19266]
 ##### 
2810. you 're not deeply touched by this movie  [ID: 28073]
 ##### 
2811. ( a ) boldly stroked , luridly colored , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .  [ID: 5416]
 ##### 
2812. a biting satire  [ID: 6296]
 ##### 
2813. gives these women  [ID: 43330]
 ##### 
2814. too bad maggio could n't come up with a better script .  [ID: 56566]
 ##### 
2815. the music makes a nice album , the food is enticing and  [ID: 6533]
 ##### 
2816. they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot  [ID: 47784]
 ##### 
2817. fails on its own ,  [ID: 17345]
 ##### 
2818. some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time  [ID: 52383]
 ##### 
2819. overlong  [ID: 34607]
 ##### 
2820. nothing but boilerplate clichés from start  [ID: 51988]
 ##### 
2821. real snooze .  [ID: 48827]
 ##### 
2822. , amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .  [ID: 39997]
 ##### 
2823. lays out a narrative puzzle that interweaves individual stories  [ID: 10610]
 ##### 
2824. festival in cannes offers rare insight into the structure of relationships .  [ID: 24398]
 ##### 
2825. are funny  [ID: 15730]
 ##### 
2826. brow  [ID: 15835]
 ##### 
2827. spectacular  [ID: 46353]
 ##### 
2828. director paul cox 's unorthodox , abstract approach to visualizing nijinsky 's diaries is both stimulating and demanding .  [ID: 1394]
 ##### 
2829. too much to do , too little time to do it in  [ID: 25509]
 ##### 
2830. because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue  [ID: 64328]
 ##### 
2831. establishes itself as a durable part of the movie landscape :  [ID: 30887]
 ##### 
2832. is visually ravishing  [ID: 3234]
 ##### 
2833. annoying and artificial  [ID: 53161]
 ##### 
2834. it 's crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins .  [ID: 41711]
 ##### 
2835. a-list  [ID: 37267]
 ##### 
2836. a lumbering load  [ID: 48659]
 ##### 
2837. any age  [ID: 44905]
 ##### 
2838. the best the contest received  [ID: 3419]
 ##### 
2839. a complex psychological drama  [ID: 15589]
 ##### 
2840. bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .  [ID: 17065]
 ##### 
2841. with two fine , nuanced lead performances  [ID: 58575]
 ##### 
2842. can get past the taboo subject matter  [ID: 5757]
 ##### 
2843. road movie , coming-of-age story and political satire  [ID: 1589]
 ##### 
2844. is a monumental achievement  [ID: 1173]
 ##### 
2845. the film ... presents classic moral-condundrum drama : what would you have done to survive ?  [ID: 30863]
 ##### 
2846. the story is better-focused than the incomprehensible anne rice novel it 's based upon  [ID: 10791]
 ##### 
2847. a riveting and surprisingly romantic ride  [ID: 37885]
 ##### 
2848. cleansing  [ID: 52114]
 ##### 
2849. the glaring triteness of the plot device  [ID: 18333]
 ##### 
2850. poignant japanese epic about adolescent anomie and heartbreak .  [ID: 52036]
 ##### 
2851. a great premise but only a great premise  [ID: 66594]
 ##### 
2852. a bad film  [ID: 8936]
 ##### 
2853. cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .  [ID: 32213]
 ##### 
2854. truly annoying  [ID: 17666]
 ##### 
2855. this disappointed by a movie in a long time  [ID: 28870]
 ##### 
2856. giddy and whimsical and relevant today  [ID: 25206]
 ##### 
2857. its source 's complexity  [ID: 10714]
 ##### 
2858. surprises  [ID: 42843]
 ##### 
2859. the plot has a number of holes ,  [ID: 3561]
 ##### 
2860. might just be the movie you 're looking for  [ID: 2167]
 ##### 
2861. this beautifully animated epic is never dull .  [ID: 51980]
 ##### 
2862. of dramatic fireworks  [ID: 19407]
 ##### 
2863. added clout to this doc  [ID: 54805]
 ##### 
2864. there are n't many conclusive answers in the film  [ID: 18021]
 ##### 
2865. it may also be the best sex comedy about environmental pollution ever made .  [ID: 15995]
 ##### 
2866. there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys  [ID: 8092]
 ##### 
2867. is the best ` old neighborhood ' project  [ID: 1505]
 ##### 
2868. is a solid action pic that returns the martial arts master to top form  [ID: 4547]
 ##### 
2869. more intellectually scary than dramatically involving .  [ID: 57048]
 ##### 
2870. this seductive tease of a thriller  [ID: 12149]
 ##### 
2871. engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and  [ID: 62064]
 ##### 
2872. big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '  [ID: 21805]
 ##### 
2873. ponderous , plodding soap opera disguised as a feature film .  [ID: 45145]
 ##### 
2874. like a bunch of talented thesps slumming it  [ID: 4747]
 ##### 
2875. see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success  [ID: 51378]
 ##### 
2876. faked  [ID: 32411]
 ##### 
2877. that 's part of what makes dover kosashvili 's outstanding feature debut so potent  [ID: 4819]
 ##### 
2878. take any 12-year-old boy to see this picture  [ID: 918]
 ##### 
2879. remaining one of the most savagely hilarious social critics this side of jonathan swift  [ID: 59585]
 ##### 
2880. out-of-kilter character  [ID: 15333]
 ##### 
2881. is , in fact , so interesting that no embellishment is  [ID: 45049]
 ##### 
2882. a smart , nuanced look  [ID: 42871]
 ##### 
2883. great story  [ID: 66007]
 ##### 
2884. the self-destructiveness  [ID: 30552]
 ##### 
2885. comedy special  [ID: 29968]
 ##### 
2886. watching it was painful .  [ID: 34319]
 ##### 
2887. is more accurate than anything i have seen in an american film  [ID: 56182]
 ##### 
2888. nevertheless , it still seems endless .  [ID: 3293]
 ##### 
2889. of grief and loss  [ID: 45973]
 ##### 
2890. burn the negative and the script  [ID: 61988]
 ##### 
2891. did n't particularly like e.t. the first time i saw it as a young boy  [ID: 22811]
 ##### 
2892. painful , horrifying and oppressively tragic  [ID: 2348]
 ##### 
2893. seem to be in a contest to see who can out-bad-act the other  [ID: 67342]
 ##### 
2894. lush , all-enveloping movie experience  [ID: 42645]
 ##### 
2895. but first , you have to give the audience a reason to want to put for that effort  [ID: 21489]
 ##### 
2896. a disturbing disregard  [ID: 67132]
 ##### 
2897. especially well  [ID: 40121]
 ##### 
2898. often hilarious romantic jealousy comedy  [ID: 43814]
 ##### 
2899. preposterous moments  [ID: 17161]
 ##### 
2900. flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and  [ID: 57369]
 ##### 
2901. low-brow humor , gratuitous violence  [ID: 1085]
 ##### 
2902. that i 'll never listen to marvin gaye or the supremes the same way again  [ID: 57194]
 ##### 
2903. fascinate  [ID: 61241]
 ##### 
2904. 're most likely to find on the next inevitable incarnation of the love boat  [ID: 21715]
 ##### 
2905. , charming  [ID: 21773]
 ##### 
2906. , there 's something creepy about this movie .  [ID: 35637]
 ##### 
2907. will enjoy .  [ID: 50976]
 ##### 
2908. his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it  [ID: 42602]
 ##### 
2909. scotland looks wonderful , the fans are often funny fanatics ,  [ID: 20297]
 ##### 
2910. with his effortless performance  [ID: 45982]
 ##### 
2911. care for its decrepit freaks beyond the promise of a reprieve from their incessant whining  [ID: 56784]
 ##### 
2912. of invention  [ID: 8093]
 ##### 
2913. runs for only 71 minutes and feels like three hours  [ID: 46015]
 ##### 
2914. unencouraging  [ID: 41825]
 ##### 
2915. these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field ,  [ID: 58801]
 ##### 
2916. theater feeling  [ID: 42987]
 ##### 
2917. a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .  [ID: 5912]
 ##### 
2918. is n't as sharp or as fresh  [ID: 27155]
 ##### 
2919. moore 's ) better at fingering problems than finding solutions .  [ID: 43877]
 ##### 
2920. enjoyably  [ID: 44719]
 ##### 
2921. were stripped of most of his budget and all of his sense of humor  [ID: 44684]
 ##### 
2922. of stunning images and effects  [ID: 5821]
 ##### 
2923. episode ii -- attack of the clones is a technological exercise that lacks juice and delight .  [ID: 19108]
 ##### 
2924. a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination  [ID: 7322]
 ##### 
2925. your nose  [ID: 12080]
 ##### 
2926. to make up for the ones that do n't come off  [ID: 7391]
 ##### 
2927. is a disaster  [ID: 50430]
 ##### 
2928. filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing it .  [ID: 65648]
 ##### 
2929. does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half  [ID: 18017]
 ##### 
2930. is a movie that refreshes the mind and spirit along with the body  [ID: 47108]
 ##### 
2931. 's really sad  [ID: 45997]
 ##### 
2932. like its hero  [ID: 20648]
 ##### 
2933. itself is far from disappointing , offering an original  [ID: 33016]
 ##### 
2934. a good cast  [ID: 34785]
 ##### 
2935. fantastically  [ID: 18494]
 ##### 
2936. that 's unfocused and tediously exasperating  [ID: 41468]
 ##### 
2937. keep them guessing  [ID: 23987]
 ##### 
2938. 90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .  [ID: 12466]
 ##### 
2939. an imaginative teacher  [ID: 24739]
 ##### 
2940. schmucks  [ID: 13447]
 ##### 
2941. it progresses in such a low-key manner that it risks monotony  [ID: 40209]
 ##### 
2942. really , really stupid  [ID: 2816]
 ##### 
2943. too loud , too goofy  [ID: 66860]
 ##### 
2944. so perfect for a ballplayer  [ID: 60530]
 ##### 
2945. of its heightened , well-shaped dramas  [ID: 53010]
 ##### 
2946. photographed and staged by mendes with a series of riveting set pieces  [ID: 55466]
 ##### 
2947. is grotesque and boring  [ID: 23812]
 ##### 
2948. anteing up some movie star charisma  [ID: 19033]
 ##### 
2949. the smug self-satisfaction usually associated with the better private schools  [ID: 29515]
 ##### 
2950. although ... visually striking and slickly staged  [ID: 54961]
 ##### 
2951. what redeems the film is the cast , particularly the ya-yas themselves .  [ID: 20169]
 ##### 
2952. horrid  [ID: 57420]
 ##### 
2953. charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .  [ID: 58078]
 ##### 
2954. the ridicule factor  [ID: 38439]
 ##### 
2955. a vibrant , colorful , semimusical rendition  [ID: 1466]
 ##### 
2956. because it has a bigger-name cast  [ID: 18979]
 ##### 
2957. his reserved but existential poignancy  [ID: 20747]
 ##### 
2958. love this  [ID: 50795]
 ##### 
2959. , at 66 , has stopped challenging himself  [ID: 40940]
 ##### 
2960. has all the enjoyable randomness of a very lively dream and so  [ID: 63324]
 ##### 
2961. no chemistry or  [ID: 51865]
 ##### 
2962. the plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a soufflé gone wrong .  [ID: 61998]
 ##### 
2963. the charm of kevin kline  [ID: 29820]
 ##### 
2964. something vital about the movie  [ID: 4716]
 ##### 
2965. it 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary .  [ID: 15325]
 ##### 
2966. is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh  [ID: 62792]
 ##### 
2967. when he should have shaped the story to show us why it 's compelling  [ID: 12729]
 ##### 
2968. touchingly  [ID: 33637]
 ##### 
2969. quite entertaining  [ID: 34527]
 ##### 
2970. the efforts of its star , kline , to lend some dignity to a dumb story are for naught .  [ID: 16180]
 ##### 
2971. although olivier assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation  [ID: 39355]
 ##### 
2972. that acting transfigures esther  [ID: 58621]
 ##### 
2973. auspicious feature debut  [ID: 60058]
 ##### 
2974. touching ,  [ID: 65947]
 ##### 
2975. succeeds as a powerful look at a failure of our justice system  [ID: 43075]
 ##### 
2976. an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film .  [ID: 58991]
 ##### 
2977. anything but frustrating ,  [ID: 38969]
 ##### 
2978. rival  [ID: 32328]
 ##### 
2979. truly wonderful  [ID: 63435]
 ##### 
2980. most consumers of lo mein and general tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons .  [ID: 59030]
 ##### 
2981. it 's not going to be everyone 's bag of popcorn ,  [ID: 62852]
 ##### 
2982. ( and probably should have )  [ID: 6840]
 ##### 
2983. the new film is a lame kiddie flick  [ID: 5435]
 ##### 
2984. manages to please its intended audience -- children -- without placing their parents in a coma-like state .  [ID: 22141]
 ##### 
2985. with a `` spy kids '' sequel opening next week , why bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ?  [ID: 7456]
 ##### 
2986. mediocre acting  [ID: 19535]
 ##### 
2987. attempt to build up a pressure cooker of horrified awe  [ID: 11167]
 ##### 
2988. bottom-rung  [ID: 47397]
 ##### 
2989. , `` orange county '' is far funnier than it would seem to have any right to be .  [ID: 9613]
 ##### 
2990. can fire a torpedo through some of clancy 's holes  [ID: 36171]
 ##### 
2991. bloody beauty as vivid  [ID: 1331]
 ##### 
2992. is one of the year 's best films .  [ID: 66108]
 ##### 
2993. thoroughly winning flight of revisionist fancy  [ID: 64262]
 ##### 
2994. pummel us with phony imagery or music  [ID: 53982]
 ##### 
2995. bean drops the ball too many times ... hoping the nifty premise will create enough interest to make up for an unfocused screenplay .  [ID: 12655]
 ##### 
2996. 'm sure mainstream audiences will be baffled  [ID: 50815]
 ##### 
2997. phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose  [ID: 38120]
 ##### 
2998. if you enjoy being rewarded by a script that assumes you are n't very bright  [ID: 57778]
 ##### 
2999. and verbal clichés  [ID: 30896]
 ##### 
3000. an enjoyable  [ID: 5498]
 ##### 
3001. humor about itself , a playful spirit and a game cast  [ID: 51771]
 ##### 
3002. not to believe it  [ID: 18559]
 ##### 
3003. with a visual style unique and inherent  [ID: 55924]
 ##### 
3004. action-packed an experience as a ringside seat at a tough-man contest  [ID: 60711]
 ##### 
3005. ploddingly sociological  [ID: 32572]
 ##### 
3006. it 's compelling  [ID: 56372]
 ##### 
3007. young american  [ID: 41838]
 ##### 
3008. available  [ID: 33380]
 ##### 
3009. come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s  [ID: 59505]
 ##### 
3010. of the more serious-minded concerns of other year-end movies  [ID: 19451]
 ##### 
3011. the talented cast generally  [ID: 60769]
 ##### 
3012. never  [ID: 65555]
 ##### 
3013. sexual jealousy , resentment and the fine  [ID: 41118]
 ##### 
3014. up a storm as a fringe feminist conspiracy theorist named dirty dick  [ID: 52453]
 ##### 
3015. an odd , haphazard , and inconsequential romantic comedy  [ID: 31808]
 ##### 
3016. stale retread  [ID: 478]
 ##### 
3017. arnold schwarzenegger  [ID: 5527]
 ##### 
3018. topple  [ID: 37402]
 ##### 
3019. a wannabe comedy of manners about a brainy prep-school kid with a mrs. robinson complex  [ID: 21070]
 ##### 
3020. a genuine and singular artist  [ID: 50076]
 ##### 
3021. beautiful ,  [ID: 13065]
 ##### 
3022. seems as though it was written for no one , but somehow  [ID: 15642]
 ##### 
3023. make a nice coffee table book  [ID: 60349]
 ##### 
3024. has managed to marry science fiction with film noir and action flicks with philosophical inquiry  [ID: 2611]
 ##### 
3025. as a film director , labute continues to improve .  [ID: 18921]
 ##### 
3026. actually has something interesting to say  [ID: 28986]
 ##### 
3027. that gets a quick release before real contenders arrive in september  [ID: 26608]
 ##### 
3028. laughed that hard in years  [ID: 3778]
 ##### 
3029. stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design .  [ID: 41415]
 ##### 
3030. quirky rip-off prison  [ID: 19595]
 ##### 
3031. angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately .  [ID: 24108]
 ##### 
3032. an exceptionally acted , quietly affecting cop drama .  [ID: 27952]
 ##### 
3033. achieved  [ID: 19216]
 ##### 
3034. the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .  [ID: 35690]
 ##### 
3035. as one of the all-time great apocalypse movies  [ID: 33484]
 ##### 
3036. that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken  [ID: 61112]
 ##### 
3037. cross between xxx and vertical limit .  [ID: 15600]
 ##### 
3038. is well suited to capture these musicians in full regalia  [ID: 4254]
 ##### 
3039. delivers on that promise  [ID: 23564]
 ##### 
3040. self-consciously flashy camera effects , droning house music and flat , flat dialogue  [ID: 23573]
 ##### 
3041. an entertaining , if ultimately minor , thriller .  [ID: 15575]
 ##### 
3042. is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer  [ID: 43917]
 ##### 
3043. successful adaptation  [ID: 22215]
 ##### 
3044. celebrates universal human nature  [ID: 34646]
 ##### 
3045. legendary actor michel serrault  [ID: 10768]
 ##### 
3046. and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends .  [ID: 20867]
 ##### 
3047. lacks the charisma and ability to carry the film on his admittedly broad shoulders .  [ID: 518]
 ##### 
3048. , inconsistent , dishonest  [ID: 39928]
 ##### 
3049. earlier copycat under siege  [ID: 21656]
 ##### 
3050. the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts  [ID: 57150]
 ##### 
3051. an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and  [ID: 36721]
 ##### 
3052. conceited  [ID: 59936]
 ##### 
3053. an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson .  [ID: 49073]
 ##### 
3054. armed with a game supporting cast  [ID: 59038]
 ##### 
3055. breen 's script is sketchy with actorish notations on the margin of acting .  [ID: 18050]
 ##### 
3056. a high-minded snoozer .  [ID: 19443]
 ##### 
3057. left of his passe ' chopsocky glory  [ID: 52576]
 ##### 
3058. really bad blair witch project  [ID: 11193]
 ##### 
3059. of technical skill and rare depth  [ID: 19898]
 ##### 
3060. sure to win viewers ' hearts  [ID: 3630]
 ##### 
3061. peerlessly  [ID: 33932]
 ##### 
3062. torn away from the compelling historical tale to a less-compelling soap opera  [ID: 27817]
 ##### 
3063. warm the hearts of animation enthusiasts of all ages  [ID: 5885]
 ##### 
3064. a heartfelt romance for teenagers  [ID: 43428]
 ##### 
3065. might i suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?  [ID: 48783]
 ##### 
3066. needs more filmmakers with passionate enthusiasms like martin scorsese .  [ID: 45917]
 ##### 
3067. this orange has some juice , but it 's far from fresh-squeezed .  [ID: 9883]
 ##### 
3068. gentle comedy  [ID: 51477]
 ##### 
3069. rank frustration from those in the know about rubbo 's dumbed-down tactics  [ID: 38156]
 ##### 
3070. smarter and more attentive than it first sets out to be .  [ID: 53999]
 ##### 
3071. unflinching and objective look  [ID: 38117]
 ##### 
3072. a youthful , out-to-change-the-world aggressiveness  [ID: 7664]
 ##### 
3073. weighted down with slow  [ID: 27140]
 ##### 
3074. , it rises in its courageousness , and comedic employment .  [ID: 16556]
 ##### 
3075. ... is so pat it makes your teeth hurt .  [ID: 25052]
 ##### 
3076. empowerment tale thinly  [ID: 8904]
 ##### 
3077. far too clever by half , howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .  [ID: 6012]
 ##### 
3078. catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?  [ID: 39405]
 ##### 
3079. venture forth  [ID: 16680]
 ##### 
3080. presents nothing special and , until the final act , nothing overtly disagreeable  [ID: 4123]
 ##### 
3081. reminds us that , in any language , the huge stuff in life can usually be traced back to the little things  [ID: 60463]
 ##### 
3082. biographical melodramas  [ID: 16686]
 ##### 
3083. ok for a movie  [ID: 49424]
 ##### 
3084. most memorable  [ID: 29383]
 ##### 
3085. feel-good territory  [ID: 46110]
 ##### 
3086. that its story just is n't worth telling  [ID: 66823]
 ##### 
3087. justifying the hype that surrounded its debut at the sundance film festival  [ID: 29087]
 ##### 
3088. imaginative kid 's movie  [ID: 5259]
 ##### 
3089. 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .  [ID: 4485]
 ##### 
3090. never rises to a higher level  [ID: 52776]
 ##### 
3091. slightest difficulty  [ID: 21697]
 ##### 
3092. clichés .  [ID: 19310]
 ##### 
3093. 's no fizz  [ID: 65852]
 ##### 
3094. poetic road movie  [ID: 1774]
 ##### 
3095. with its elbows sticking out where the knees should be  [ID: 34130]
 ##### 
3096. is a surprisingly faithful remake of its chilly predecessor  [ID: 30187]
 ##### 
3097. peter out midway  [ID: 36460]
 ##### 
3098. get another phone call warning you that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees  [ID: 58874]
 ##### 
3099. bringing an unforced , rapid-fire delivery  [ID: 65817]
 ##### 
3100. 's virtually impossible to like any of these despicable characters  [ID: 56196]
 ##### 
3101. as compelling  [ID: 66195]
 ##### 
3102. editorial process  [ID: 42861]
 ##### 
3103. a cinematic fluidity and sense of intelligence that makes it work more than it probably should  [ID: 39094]
 ##### 
3104. keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions  [ID: 55258]
 ##### 
3105. for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .  [ID: 47457]
 ##### 
3106. about a wild-and-woolly , wall-to-wall good time  [ID: 26523]
 ##### 
3107. any way demeaning its subjects  [ID: 11279]
 ##### 
3108. slyly exquisite  [ID: 59267]
 ##### 
3109. a strong erotic spark to the most crucial lip-reading sequence  [ID: 60677]
 ##### 
3110. most unpleasant  [ID: 58162]
 ##### 
3111. in venice  [ID: 10391]
 ##### 
3112. it 's packed with adventure and a worthwhile environmental message  [ID: 34035]
 ##### 
3113. unique feel  [ID: 7811]
 ##### 
3114. strolls  [ID: 10271]
 ##### 
3115. bungle their way  [ID: 6342]
 ##### 
3116. it 's awfully entertaining to watch .  [ID: 44482]
 ##### 
3117. in the way of a too-conscientious adaptation  [ID: 6261]
 ##### 
3118. picture that does not move  [ID: 37998]
 ##### 
3119. not-so-funny gags  [ID: 11864]
 ##### 
3120. like `  [ID: 21593]
 ##### 
3121. describing badness  [ID: 9608]
 ##### 
3122. sent back to the tailor for some major alterations  [ID: 4775]
 ##### 
3123. far more interesting than the story at hand  [ID: 35577]
 ##### 
3124. emotionally manipulative and sadly imitative of innumerable past love story derisions  [ID: 13646]
 ##### 
3125. top-notch  [ID: 54665]
 ##### 
3126. disappointing in comparison to other recent war movies ...  [ID: 38765]
 ##### 
3127. clooney directs this film always keeping the balance between the fantastic and the believable ...  [ID: 45612]
 ##### 
3128. divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure  [ID: 40177]
 ##### 
3129. a fine , rousing , g-rated family film ,  [ID: 9930]
 ##### 
3130. when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given  [ID: 28131]
 ##### 
3131. scruffy , dopey old  [ID: 42946]
 ##### 
3132. revisionist  [ID: 28815]
 ##### 
3133. feels draggy  [ID: 37850]
 ##### 
3134. director juan jose campanella  [ID: 34487]
 ##### 
3135. fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching  [ID: 29166]
 ##### 
3136. , ` naqoyqatsi ' is banal in its message and the choice of material to convey it .  [ID: 60771]
 ##### 
3137. an unbelievably stupid film  [ID: 22023]
 ##### 
3138. worthless , from its pseudo-rock-video opening to the idiocy of its last frames  [ID: 55113]
 ##### 
3139. botching  [ID: 31629]
 ##### 
3140. as you peek at it through the fingers in front of your eyes  [ID: 53926]
 ##### 
3141. with pat storylines , precious circumstances and beautiful stars  [ID: 65258]
 ##### 
3142. striking new significance  [ID: 33315]
 ##### 
3143. a kingdom  [ID: 34973]
 ##### 
3144. craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .  [ID: 22353]
 ##### 
3145. some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude ,  [ID: 60509]
 ##### 
3146. treats us to an aimless hodgepodge  [ID: 15505]
 ##### 
3147. his effortless performance  [ID: 44284]
 ##### 
3148. a quietly introspective portrait of the self-esteem of employment and the shame of losing a job  [ID: 63190]
 ##### 
3149. because you 're sure to get more out of the latter experience  [ID: 57878]
 ##### 
3150. this is sandler running on empty , repeating what he 's already done way too often .  [ID: 52370]
 ##### 
3151. was as graceful  [ID: 42659]
 ##### 
3152. liked it because it was so endlessly , grotesquely , inventive .  [ID: 24895]
 ##### 
3153. the movie will likely set the cause of woman warriors back decades .  [ID: 19023]
 ##### 
3154. of good old-fashioned escapism  [ID: 17137]
 ##### 
3155. of minor shortcomings  [ID: 57723]
 ##### 
3156. tell you that there 's no other reason why anyone should bother remembering it  [ID: 52280]
 ##### 
3157. into the urban heart  [ID: 25356]
 ##### 
3158. while somewhat less than it might have been , the film is a good one ,  [ID: 61330]
 ##### 
3159. light ( yet unsentimental )  [ID: 64709]
 ##### 
3160. intellectually and logistically  [ID: 53823]
 ##### 
3161. about this latest reincarnation of the world 's greatest teacher  [ID: 63285]
 ##### 
3162. is one word that best describes this film : honest .  [ID: 21949]
 ##### 
3163. maryam is a small film , but it offers large rewards  [ID: 64352]
 ##### 
3164. full of cheesy dialogue ,  [ID: 8190]
