text,label,idx,index
That he is clever is eager to be obvious.,0,4286,4286
John wiped the window with a towel.,1,3828,3828
The snake saw into the nest.,1,552,552
The departing passenger waved at the crowd.,1,2195,2195
I am angrier today that I was yesterday.,1,5545,5545
Sally wishes that everyone would praise herself.,0,4253,4253
A man kicked the ball.,1,3426,3426
Ellen talked with Helen about the problem.,1,3068,3068
Linda winked her eye.,1,3136,3136
They look generally on John as selfish.,1,4683,4683
Tom got understood to have asked for a refund.,0,4736,4736
"When Bill smokes, all the more Susan hates him.",0,232,232
"Tom picked these grapes, and I washed these grapes, and Suzie will prepare these grapes.",1,1304,1304
"On this table, they put a lamp, and on that table, a radio.",1,7101,7101
I would dance with anybody.,1,5178,5178
I deny that it is certain that Bob has any money.,1,1968,1968
John didn't give the books to Mary and the papers to Sue.,1,7103,7103
I separated the milk of the cream.,0,2895,2895
Stephen seems to be irritating.,1,4305,4305
Harry coughed himself.,0,25,25
Cotton clothes dry easily.,1,3262,3262
They think she is too much happy.,0,5348,5348
A bicycle lent to me.,0,2722,2722
A taller man than Bill is here.,1,5475,5475
To whom I gave the cake is John.,0,5128,5128
That I should kiss pigs is my fondest dream,1,8406,8406
He's a man to whom liberty we could never grant.,1,5289,5289
He's the happiest that we ever talked to the boy who had seen him.,0,1706,1706
It struck John that it was so.,1,550,550
To go abroad would be nice.,1,788,788
John gave the CDs to the boys.,1,3764,3764
Anson became happy,1,7919,7919
Dan gave his life.,1,5689,5689
She told him the whole story.,1,6860,6860
I never have a pen when I need it.,1,6088,6088
John does not like this town.,1,4450,4450
John met a student in the park.,1,3916,3916
You might not believe me but you will Bob.,1,375,375
The spy became too friendly with his new contacts.,1,7223,7223
I compared Ginger to Fred,1,8517,8517
My nephew could write letters the postcards to his parents.,0,7295,7295
The man a ball kicked.,0,3433,3433
Which pictures of Earl did he see?,1,1063,1063
They came running over the hill and through the woods,1,8149,8149
My eyes are itching from the smoke.,1,3161,3161
A man came into the room that no one knew.,1,5059,5059
Jack is claiming you won't need it.,1,1251,1251
It was John that was waiting at the restaurant.,1,7233,7233
"John drinks coffee at 11, and Mary, tea at 10:30.",0,7093,7093
The tree dropped its fruit to the ground.,1,529,529
Mary considers John a fool and Bill a wimp.,1,664,664
Tom drives like that man.,1,1163,1163
I like Anson,1,8207,8207
Every book that Megan did Brandon read too.,1,6312,6312
I like the book that you gave me.,1,6726,6726
I'm sadder than I'm angry.,0,5537,5537
There darted into the room a little boy.,1,2451,2451
Some of the soup needs more salt.,1,4180,4180
Gilgamesh might have not been reading the cuneiform tablets.,0,8068,8068
Clyde got a passionate love letter from Stacy.,1,5733,5733
I insist in seeing all the students who started out the term in my class through.,0,1156,1156
Calvin ate not his dinner.,0,5997,5997
Mary should buy some flowers for her mother to arrange.,1,7288,7288
Dogs chase.,0,6628,6628
Kathleen really hates her job.,1,6283,6283
"Only Churchill remembered giving the Blood, Sweat and Tears speech.",1,7643,7643
Calvin has a peanut.,1,5976,5976
"Ron wanted to wear a tuxedo to the party, but wear a tuxedo to the party Caspar couldn't decide whether to.",0,886,886
It was in 1997 when the IN introduced the alien registration receipt card.,1,5137,5137
"They can't stand each other, him and her.",1,1851,1851
The muffins might have been being eaten.,1,6072,6072
The square remained with a crowd of people.,0,3291,3291
John knew any language that we encountered on our trip.,1,6487,6487
The ball rolled the hill.,0,3377,3377
I know a man who hates me.,1,1256,1256
The judge presented the winner with a prize.,1,2325,2325
Jim will go if he feels good.,1,1563,1563
It is certain that John has loved Mary.,1,809,809
I put the box the book.,0,5672,5672
It is with long hair.,1,7394,7394
He's bound to could do it,1,7715,7715
Insensitive is how I would describe him.,1,5093,5093
John disappeared Bill.,0,3935,3935
Mary always has preferred lemons to limes.,1,1076,1076
Man the ball kicked the.,0,3432,3432
We ate enough the puddings to satisfy us.,0,5426,5426
John leftn't the party early.,0,4377,4377
I believed that the sun was out.,1,1520,1520
Any soldier should be prepared to die for her country.,1,6360,6360
Which room did John see the man in?,1,310,310
This book just sells itself.,1,2428,2428
I know.,1,7312,7312
Yesterday John talked to any woman.,0,6429,6429
We made enough pudding to last for days.,1,5423,5423
Fanny regretted talking to Mary.,1,6783,6783
The men all would not have been working.,1,5261,5261
Kim has wondered that Gary stayed in the room.,0,4804,4804
Oil spread over the sea shore.,1,8266,8266
Most of the milk your baby consumes during breastfeeding is produced during nursing.,1,4209,4209
You hit the ball.,1,317,317
John believes that he is sick.,1,415,415
"Usually, any lion is majestic.",0,6376,6376
What you want is a little greenhouse.,1,5086,5086
The monkey eager to leave the meeting.,0,3648,3648
It was such an awful picture that I tore it up.,1,5487,5487
The room contains little armchair.,0,3479,3479
The robot kissed itself.,1,5574,5574
A man just came in and a woman went out who hate each other like poison and always have.,1,6595,6595
"After the party, I asked myself why I had faxed invitations to everyone in my office building.",1,4131,4131
John has been taken to the library.,1,4615,4615
Jack is the person whom Jenny fell in love with.,1,4893,4893
Plays and ballets alternate.,1,2882,2882
John loves his puppy.,1,6345,6345
"Fluffy is sick, which I slapped a boy who wouldn't acknowledge.",0,1659,1659
Paula spanked her right hand into the naughty child.,0,2822,2822
They heard John's criticism of themselves.,0,7546,7546
It said that Kim was happy.,0,4348,4348
The pirates drowned the sailor.,1,3155,3155
Cedric danced a jolly jig.,1,5746,5746
"The more John eats, the tighter keep your mouth shut about it.",0,130,130
He figured out it.,0,1141,1141
The famous mathematician existed a solution to the problem.,0,3292,3292
Duty made them not miss the weekly meetings.,1,4489,4489
Susan found every book she had been looking for at Borders.,1,6459,6459
"Your desk before, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,7194,7194
I asked who did Medea poison.,1,7719,7719
He's the bit of a gossip.,0,5430,5430
They depend on Mary.,1,7930,7930
Who was for Medea to poison awful?,0,7976,7976
Marian wonders if the package from Boston will ever arrive.,1,5722,5722
The door hit.,0,2168,2168
John saw.,1,7355,7355
Bill whistled his way past the house.,1,51,51
They surrounded the fort.,1,7342,7342
Lydia eloped with Wickham when she went to Brighton.,1,6741,6741
The president declared Smith as press secretary.,0,2970,2970
The bears sniffs,0,8477,8477
Carmen bought a dress.,1,2739,2739
Car sales have surprised the stockbrokers.,1,6208,6208
"If Fiona is here by 5 o'clock, we can go to the party.",1,6984,6984
Sandy sang me a song.,1,2959,2959
Lucy sent Jane a letter.,1,6837,6837
Jean wants Brian to leave.,1,6235,6235
The kids in our class have arrived safely.,1,3747,3747
He should decide soon.,1,7516,7516
I am not certain about if he will come.,0,4814,4814
Jennifer craned her arm.,0,3142,3142
He bought a bench on which to sit.,1,4926,4926
"They spoke to the janitor about that robbery yesterday, the cops.",1,1835,1835
I put the book on the table.,1,5304,5304
Here's a plate for you to make Bob try to begin to force his sister to leave the cookies on.,1,1650,1650
Carmen obtained Diana of a spare part.,0,2751,2751
Henry saw that Bill left.,1,7583,7583
The lake is not to be camped beside by anybody.,1,4721,4721
"Elmer finished the cake and John did too, finish the cake.",1,7475,7475
Mary taught linguistics to John.,1,2081,2081
Heidi gave a present to herself.,1,6325,6325
What table will he put the chair between and some sofa.,0,1267,1267
Calvin did not do a back flip.,1,5988,5988
"It started to rain after Jackie and me, we had finally gotten to our seats.",0,1823,1823
We caught them eaten the bananas.,0,4009,4009
"When you book something such as a hotel room, you arrange to have it.",1,3685,3685
to leave so soon would be inconvenience.,1,5038,5038
Mary desired to go abroad.,1,797,797
Burn letters to Peter!,1,8305,8305
Paula hit the sticks together.,1,2800,2800
Are you always thinking dirty thoughts?,1,6094,6094
The teacher who that the principal would fire was expected by the reporters is a crusty old jerk.,0,1429,1429
The plucky platypus kicked a can of soup from New York to Tucson.,1,5753,5753
It was some beer or it took place some beer.,0,7307,7307
I wonder you ate how much.,0,244,244
Frank Churchill gave a piano to Jane Fairfax.,1,6708,6708
Susan doesn't eat her vegetables enough.,1,5367,5367
The train reached the station.,1,545,545
All of the plant virus web sites have been conveniently collected in one central location.,1,4207,4207
This girl in the red coat will and dress must put a picture of Bill on your desk.,0,7169,7169
The room was left angry by Mary.,0,724,724
Tom intends for Sam to review that book.,1,4041,4041
The chisel carved the marble.,1,2867,2867
"José is eating cabbage, and Holly is too.",1,847,847
The jewel sparkled.,1,3198,3198
Have they left?,1,387,387
John kissed even the ugliest woman.,1,6363,6363
They persuaded it to rain.,0,4329,4329
Heidi wants to kiss herself.,1,6328,6328
Leslie staffed the store with employees.,1,2603,2603
What do you remember where we bought?,0,450,450
Margaret cut the string.,1,2165,2165
I cycled around France.,1,7304,7304
Julie felt he was there,1,8061,8061
The company sent China its senior mining engineers to help plan the new mines.,1,6838,6838
Who did Kim work for and Sandy rely on Mary?,0,4757,4757
I believe she is pregnant,1,8105,8105
John can be dancing.,1,4441,4441
John offers little suggestion.,0,3478,3478
The stone smashed the cup apart.,1,651,651
I called almost all of the men from Boston up.,1,1108,1108
You filed every paper without inspecting.,0,1026,1026
Aphrodite freed animals,1,7833,7833
"Pat has become crazy, and Chris in good spirits.",0,7113,7113
They intensified.,1,7399,7399
Rose accompanied.,0,3402,3402
No reading of Shakespeare satisfied me,1,8232,8232
That I should evaporate is my fondest dream,1,8316,8316
It's probable in general that he understands what's going on.,0,430,430
Both will wear carnations.,1,4224,4224
Will Tom leave the party now?,1,4374,4374
Who did he expect to show up who I was acquainted with?,1,1095,1095
That Anne was in conversation with Mr Elliott dismayed Captain.,1,6716,6716
Amanda drove the package from Boston.,1,2701,2701
The boy pushed his way through the crowd.,1,2494,2494
"The Red Sox beat, and the Giants were beaten by, different teams.",1,6607,6607
Fanny regretted being talking to Mary.,0,6791,6791
Five pounds is a lot of money.,1,4152,4152
Steve tossed the ball over the fence.,1,2773,2773
This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve.,0,303,303
It proves that John is the murderer that he has blood on his hands.,0,5272,5272
"I did not, as Bill had thought, go to the store.",0,972,972
Maxwell isn't half the doctor.,0,1690,1690
That piano was bought for his secret fiancée by the wealthy young man.,1,6674,6674
"The angrier that Sue gets, the more that Fred admires her.",1,106,106
Fred kicked the ball over the fence.,1,2011,2011
Pat was neither recommended for promotion nor under any illusions about what that meant.,1,6995,6995
You or Kerry have perjured yourselves.,1,7075,7075
Water poured onto the plants.,1,2582,2582
Fifteen years represent a long period of his life.,0,4159,4159
Teresa bottle fed the baby.,1,3122,3122
More than two students attended every seminar.,1,1053,1053
There were several doctors available.,1,7619,7619
You said that Anson thought that Julie had fainted,1,8318,8318
John believes that Fred likes steak that Joe likes pizza.,0,5267,5267
John spoke French intimately to Mary.,1,703,703
The cottage which did Mrs Dashwood accept was rather small.,0,6754,6754
The dragons have all been slain.,1,8174,8174
Lora buttered unsalted butter on the toast.,0,2609,2609
Is not Bill sick?,0,7467,7467
Her sister hurried.,1,3407,3407
Sam may have been being interrogating by the FBI.,0,4574,4574
Helen sent a scarf to Jim for Margaret.,1,6930,6930
You shouldn't have played with rifles because to have is dangerous.,0,879,879
Did you drink the poison?,1,8295,8295
"Often, any lion is majestic.",0,6377,6377
This metal won't pound flat.,1,2179,2179
Linda winked at the audience.,1,3140,3140
The cook boned the fish.,1,2662,2662
"That piano, the boy's loud playing of which drove everyone crazy, was badly out of tune.",1,1437,1437
Tamara poured water into the bowl.,1,2576,2576
"Our friends won't buy this analysis, let alone the next one we propose.",1,0,0
What did Herb start to play only after he drank?,0,4984,4984
Which book are you reading?,1,7870,7870
I believe it to be the switch that is defective.,1,5166,5166
even the student left.,1,7376,7376
This drug's testing on oneself is too risky.,0,991,991
She liked Moya's football.,0,7805,7805
There exist few solutions which are cost-effective.,1,4030,4030
The boys should all could go,1,8213,8213
"The more he eats, the fatter he goes to a doctor when he gets.",0,198,198
The person with whom he felt most comfortable left.,1,4925,4925
The dastardly surgeon stole the physician's lunch.,1,5667,5667
Do not end a sentence with a preposition.,1,3448,3448
They will give me a hat which I know that I won't like.,1,1357,1357
The Labrador ate all the food which we left on the kitchen table.,1,6724,6724
"If did Emma leave Hartfield, Mr Woodhouse would be unhappy.",0,6752,6752
How happy has John been?,1,4775,4775
The owl hated the evil and the wise eagle.,0,8214,8214
I sent to you recipes.,0,7230,7230
Targets can be observed at any angle.,1,4603,4603
The bell chimed the hour.,1,3211,3211
Doug blew up it.,1,5589,5589
Heather cabled the news.,1,3059,3059
"It's obvious that, although he's a nice guy, John isn't too bright.",1,5300,5300
John made Mary cooking Korean food.,0,4012,4012
Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow?,1,1466,1466
Alison poked the cloth.,1,2837,2837
"He might maybe do that, mightn't he?",1,7778,7778
We believed to be the headmaster,0,8168,8168
Can will he do it?,0,8035,8035
Ellen said to Helen.,0,3084,3084
I'll work on it if you do.,1,1600,1600
Who did Gilgamesh believe to have kissed Aphrodite?,1,7873,7873
"Ann copied the manuscript, but she didn't finish it.",1,2098,2098
Some of the fruit be going bad.,1,4232,4232
Benjamin gave the cloak to Nathan,1,8024,8024
Did you believe him ever to have made an effort to talk to the student?,1,475,475
A solution immediately presented itself to him.,1,3343,3343
The University's students are intelligent and faculty is committed to freedom.,0,1421,1421
"If Mary listens to the Grateful Dead, she gets depressed.",1,157,157
John put his gold under the bathtub.,1,3872,3872
"I rolled up a newspaper, and Lynn did a magazine?",1,371,371
Mary tried John to go abroad.,0,798,798
They wrote to her.,1,3987,3987
Martha carved the baby some wood into a toy.,0,2144,2144
This girl in the red coat will put a picture of Bill on your desk after the dinner and before tomorrow.,1,7163,7163
No one's mother had baked anything.,1,8142,8142
Cornelia lodged at Mrs. Parker's.,1,3279,3279
Can he will do it?,0,7851,7851
"John talked to his supervisor about his thesis, and Erich to the dean about department politics.",1,7095,7095
Ann may spends her vacation in Italy.,0,4555,4555
Bradley left.,1,6095,6095
The five `` soundscape '' pieces gave a festive air to Park Square.,1,2120,2120
"That John passed surprised her, didn't it?",1,3806,3806
Cynthia munched peaches.,0,3120,3120
For Mary to leave on time is important.,1,7280,7280
You will Bob believe.,0,376,376
This is the gold that John put under the bathtub.,1,3874,3874
The screw which I've got to try and find holds the door to the frame.,1,7067,7067
I shaped the dough.,1,2951,2951
That joke never fails to amuse.,1,2995,2995
Interviewing Richard Nixon gave Norman Mailer a book.,1,2116,2116
How ill has Hobbs been?,1,4751,4751
The student protected him.,1,4824,4824
The pasture is herding with cattle.,0,2285,2285
The rail holds easily.,0,2760,2760
Reports of the lettering on the covers of which the government prescribes the height are shocking waste of public funds.,0,1351,1351
They will do come.,0,4458,4458
I have eaten already,1,8063,8063
I want Bradley that left.,0,6098,6098
Michelle kept the papers behind the desk.,1,2765,2765
There hopes to bother Kim that they resigned.,0,4274,4274
Every girl who saw anything was happy.,1,5174,5174
Every poodle gives live birth.,1,5190,5190
The book was donated to the hospital.,1,7834,7834
The men lifted the table together.,1,1047,1047
Bill wants Susan to leave.,1,5830,5830
They may grow as much as bamboo high.,0,5553,5553
There remained just a few problems to be solved.,1,4032,4032
It has rains every day for the last week.,0,4559,4559
The men practice medicine.,1,3650,3650
I hit the ball.,1,316,316
The president could not approve the bill.,1,4497,4497
This is the kind of person who I doubt that under normal circumstances would have anything to do with such a scheme.,1,4785,4785
As much of a man is here.,0,5419,5419
Caesar put a gushing fountain by his palace.,1,3223,3223
Bill understands Mary and himself.,0,1959,1959
John had an error in the proof Sarah presented.,0,1902,1902
Susan hopes Susan to sleep.,0,7638,7638
Those Olympic hopefuls should practice diligently daily.,1,5719,5719
I liked Mary and John.,1,6195,6195
I sent the package to London.,1,2029,2029
The child wail,0,8099,8099
Bill urinated out the window.,1,31,31
Any of the citizens hardly ever say anything.,0,4595,4595
Anson danced extremely frantically at Trade.,1,8129,8129
There seems to run many people to the station.,0,7628,7628
There is enough bread for all of you.,1,5382,5382
You can rely on that he will help you.,0,4762,4762
The book of poems with a red cover from Blackwell by Robert Burns takes a very long time to read.,1,5782,5782
Keep myself clean!,0,8173,8173
John tried to make Sam let George ask Bill to keep delivering the mail.,1,4092,4092
She disappeared when the main party arrived.,1,3815,3815
He was kicked by John.,1,4664,4664
The prisoner must have been being interrogated when the supervisor walked into the room and saw what was going on and put a stop to it.,1,6036,6036
The Joneses think himself the most wealthy guy on the block.,0,5579,5579
Seven more soldiers came in after ten ones had left.,0,1576,1576
The painting stole from the museum.,0,2658,2658
The streets gushed with water.,1,3221,3221
John has chosen for the position.,0,4612,4612
That that John showed up pleased her was obvious.,0,1126,1126
They heard that John criticized each other.,0,7548,7548
Would the men not enjoy that?,1,5259,5259
I know a taller man than John.,1,1183,1183
We rich have impeccable taste.,1,998,998
I'm sure that I ever met him.,0,5224,5224
Press the stamp against the pad completely.,1,625,625
The hardest that it ever snowed was last January 12th.,1,1704,1704
"As it rains harder, how much faster a flow that appears in the river?",0,126,126
Cynthia munched on peaches.,1,3119,3119
Bill wriggled himself loose.,1,96,96
Who did Mary see walking toward the railroad station?,1,1087,1087
I have John's to grade paper.,0,1763,1763
The perception of the problem is quite thorough.,1,980,980
Look at all these books. Which book would you like?,1,8509,8509
Whose poem about Achilles did Homer persuade Jason that he should read?,1,7781,7781
Louis said that parts of speech intrigued her.,1,5656,5656
He was arrested for being drunk.,1,3692,3692
That the king or queen be present is a requirement on all Royal weddings.,1,4071,4071
He is writing another long book about beavers.,1,3998,3998
What her mother wants her to be is such a fine surgeon that everyone will respect her.,1,5481,5481
Each child should have a daily glass of milk.,1,5220,5220
Who did John think that Bill claimed that Mary suspected that everybody liked?,1,311,311
much furniture is needed.,1,3460,3460
They would inform Mary of any success they have made.,1,3786,3786
He loves him,1,8381,8381
John had carefully studied Russian.,1,7439,7439
He seems enough intelligent for you.,0,5391,5391
be eager to leave the meeting.,1,3885,3885
What that he was wearing is certain is this hat.,0,1681,1681
Their expectations will be kept up with.,1,4714,4714
On the comer of the two boulevards stood a statue of Jefferson.,1,3329,3329
John asks whose book his son likes.,1,4786,4786
The prison cell was escaped by the terrorist.,1,567,567
Did the magic work?,1,8362,8362
Press the pad with the stamp completely.,1,626,626
John believes him to have been at the game.,1,6160,6160
Who do you regret saw you?,0,6533,6533
Real play Valencia next Sunday.,1,6957,6957
I shipped the package halfway around the world.,1,2040,2040
Which pictures of Bill did she put on your desk.,1,7596,7596
Carla shoveled the snow from under the bushes.,1,2646,2646
Rusty talked about himself only after Mary did talk about himself.,0,948,948
The dog fears thunder.,1,3751,3751
She may have thawed the roast and should have thawed the roast.,1,7176,7176
The ball rolled over the hill.,1,3374,3374
Pat is likely to be examined by the dentist.,1,4291,4291
Some accountants were quietly counting in the back office.,1,6617,6617
The president was hoping for a good cake.,1,3488,3488
There arrived three men at the palace.,0,6128,6128
"The more lobbyists wine and dine him, the more every senator is susceptible to corruption.",1,274,274
The monkeys seem want to leave the meeting.,0,3658,3658
"That Betsy won the batting crown is not surprising, but that Peter didn't know she did is surprising.",1,878,878
Julie and Jenny arrived first,1,8346,8346
Willy is taller than Bill by as much as that Bill is taller than Dan is believed.,0,1785,1785
None of these men wants to be president.,1,4178,4178
Stacy left Tucson.,1,6096,6096
I expect to see the results soon.,1,5606,5606
I climbed right up the tree.,1,8253,8253
Accountant was sitting at her desk.,0,6613,6613
What she thought was that the poison was neutralised,1,7987,7987
It annoys people that dogs bark.,1,5035,5035
Mary talked to any angry student.,0,6434,6434
The captain sank the boat.,1,6145,6145
Bill poorly recited his lines.,0,680,680
John gave Bill the book.,1,657,657
She tried to do go.,0,8479,8479
John's quilt has a hole in its upper right-hand corner.,1,1890,1890
I lifted the books up to him.,1,2573,2573
I have sent 0 letters to Environmental Heath.,1,7879,7879
Carol carved the marble.,1,2864,2864
"Fluffy is sick, which I fell asleep and Tom suddenly realized.",0,1661,1661
Nora sent the book from Paris.,1,2667,2667
The pond froze solid.,1,11,11
Pat is either asleep or at the office.,1,6990,6990
I want to can do it,1,7811,7811
I confused Maria with Anna.,1,2305,2305
Jason intended for him to learn magic.,1,7812,7812
All the foxes were hunted by Larry.,1,6818,6818
Paul exhaled on Mary.,0,3133,3133
It is Uncle John whose address I lost.,1,5138,5138
Peter was talking with someone but I don't know who.,1,6310,6310
I should not eat plums.,1,6000,6000
My eyes are itching.,1,3158,3158
Fiona has not eaten the sauteed candy canes.,1,6038,6038
The people in who we placed our trust left.,0,4921,4921
The sofa was longer than the desk was.,1,1765,1765
Who did you like and John?,0,6196,6196
The student was hoping for a good clue.,1,3453,3453
John thinks that left.,0,6099,6099
The dog barked out of the room.,0,49,49
I expected there to be a problem.,1,8410,8410
He always eats deep fried muffins.,1,6010,6010
The rolling stone avoided the river.,1,568,568
Willy is taller than Bill by as much as I know a boy who thinks that Bill is taller than Dan.,0,1782,1782
They wondered what she did yesterday.,1,3803,3803
He bought a Honda.,1,5234,5234
"Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?",0,294,294
You may pick any flower.,1,6354,6354
Fred knows which politician for Karen to vote for.,0,4827,4827
Paula swatted the cloth on the fly.,0,2806,2806
What John told us is that he wants to quit school.,1,7216,7216
Mary is fond him.,0,781,781
Herself hit Heidi on the head with a zucchini.,0,5765,5765
John hit the wall with the stone.,1,610,610
"Joe likes his bar, and Sally's patrons do too.",1,906,906
"This your, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,7185,7185
I don't know what to do.,1,4817,4817
John believes to have slept.,0,7661,7661
They lent a bicycle to me.,1,2718,2718
I am not certain about when he will come.,1,4812,4812
I liked Mary.,1,7340,7340
Jones would prefer for it to be clear to Barry that the city plans to sue him.,1,4335,4335
Mag Wildwood came to introduce the bartender but I came precisely not to.,1,889,889
The policeman met several young students in the park last night.,1,3614,3614
"Although Dick is handsome, I'm still going marry Herman.",1,1745,1745
Bill's reading Shakespeare and Maureen's singing Schubert satisfy me,1,8309,8309
Who do you think Mary said John likes?,1,354,354
Susan gave the ball halfway to Bill.,0,2032,2032
The silversmith pounded the metal flat.,1,2499,2499
I do not have sung.,0,4473,4473
John fears dogs.,1,5800,5800
At most three boys didn't see anything.,1,5213,5213
"I'm worrying, more than thinking.",1,5539,5539
He skated Penny around the rink.,1,3388,3388
Under the bed wants to be a fun place to hide.,0,4332,4332
Doug removed the scratches from the tabletop.,1,2617,2617
That kind of rope coils easily around the post.,1,2587,2587
We peered around the room.,1,2986,2986
Sue was given the book by Bill.,1,6139,6139
Kane ate dirt.,1,8023,8023
All the men surrounded the fort.,1,1046,1046
Stacy hit a baseball to Julia.,1,5910,5910
John believes that Bill slept.,1,7687,7687
These objections killed the proposal.,1,6702,6702
The flower bloomed its way to a prize.,0,2497,2497
The recession cost my grandfather a raise.,1,2079,2079
John met in the park a student.,0,3917,3917
The farmer loaded apples into the cart.,1,2132,2132
The Greeks arrived all.,0,7931,7931
It was to finish the homework that John tried.,0,5081,5081
"It's we go to the meeting, that Sally will tell us when.",0,862,862
Who was that Plato loved obvious?,0,8404,8404
There seems to be no student absent.,1,4357,4357
Who will be offended if we don't invite which philosopher?,1,1030,1030
It would be inconvenience for you to leave so soon.,1,5040,5040
The dentist is eager to examine Pat.,1,4292,4292
"The police read the detainees their rights, but not a single one was paying attention.",1,2096,2096
There was an error in the proof Johns presented.,1,1899,1899
The jeweller printed the name onto the cup.,1,2922,2922
Pauline smiled her thanks.,1,2486,2486
Toms drives the way that that man does.,1,1167,1167
I am anxious for you should study English grammar hard.,0,3568,3568
To win the prize :would thrill me.,1,2997,2997
Mary should buy some flowers on Sunday at 5 o'clock.,1,7297,7297
The kids have arrived safely.,1,3742,3742
How easy to please John is it?,0,5279,5279
I considered Fred after the party crazy.,0,5306,5306
A book was sent to Louis.,1,6151,6151
"José likes cabbage, and Holly does too.",1,845,845
What did the wealthy young man buy for his secret fiancée?,1,6671,6671
Lucy recounted a story to remember because Holly had recounted as story not to.,1,892,892
How do you wonder who could solve this problem.,0,379,379
Philippa cried herself to sleep.,1,2506,2506
The shock flinched Sharon.,0,3150,3150
John convinced to sleep.,0,7666,7666
Dracula thought that he was the Prince of Darkness.,1,7741,7741
He could not have been working.,1,336,336
Odysseus planned to hear the sirens.,1,7847,7847
Whole wheat bread cuts easily.,1,2855,2855
Which books did Robin talk to Chris and read?,0,7039,7039
We all thought him was unhappy,0,8472,8472
My nephew could write letters to his parents with a fountain pen.,1,7286,7286
A solution immediately presented.,0,3342,3342
A proof that God exist does.,0,896,896
"Red picture desk, this girl in the red coat will put a picture of.",0,7187,7187
The men would not have been all working.,1,5264,5264
In the garden stands a statue.,1,3853,3853
"Bill seems to be obnoxious, but I don't think that Sam turns out.",0,494,494
John asked if his essay would be published in the paper.,1,6347,6347
How tall a man did Sheila marry?,1,1375,1375
More of a man is here.,0,5403,5403
He hurt himself with it when he tried to open it.,1,7508,7508
I might ate deep fried muffins.,0,6011,6011
I ate the apple.,1,5662,5662
He impresses his friends all as pompous.,0,741,741
I hope I'm not treading on anyone's toes.,1,1986,1986
The clothes dried.,1,3260,3260
The stone carved.,0,2863,2863
Paula spanked the naughty child.,1,2826,2826
The fact that the scientists used the latest technology to verify was reported at the recent conference.,1,4989,4989
Brian was wiping the counter.,1,2642,2642
There appeared the ship on the horizon.,0,2449,2449
"The door opens, closes.",1,7328,7328
Jennie smiled the microwave.,0,5873,5873
She speaks too much clearly.,0,5414,5414
The fact that no candidate was elected shows that he was inadequate.,0,383,383
Reports the height of the lettering on the covers of which the government prescribes should be abolished.,1,1348,1348
John put his gold to be under the bathtub.,0,3871,3871
"He had hardly collected the papers on his desk, had he?",1,4587,4587
Students studying English read Conrad's Heart of Darkness while at university.,1,4143,4143
Plato listened to DP Demosthenes' oration about Philip.,1,7816,7816
Tony bent at the rod.,0,3250,3250
He does may leave here.,0,4470,4470
The car was driven by Alison.,1,6825,6825
Wanda taught the students French.,1,3041,3041
The owl hated the evil bat and the wise eagle,1,8319,8319
The tiger bled to death.,1,87,87
"Gilgamesh wanted to seduce Ishtar, and seduce Ishtar he did .",1,8411,8411
"The Ferrari which Pietro, who Sofia adores, bought from me cost him a bundle.",1,1301,1301
Nixon's behavior gave Mailer an idea for a book.,1,2117,2117
You are too flip with people who are jealous of you.,1,1263,1263
The gardener watered the flowers.,1,14,14
That John coughs loves Bill.,0,4067,4067
Nora pushed through the crowd.,1,2715,2715
"Fluffy is sick, which few people realize.",1,1657,1657
Heidi thinks that the salmon flavored candy bars were eaten.,1,5965,5965
John is prouder of having gone than Sally expected Joan to believe that the man who didn't shave would be.,1,1546,1546
John remained a student.,1,3945,3945
John wonders where him to go.,0,418,418
The picture on the wall reminded him of his country.,1,4094,4094
"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?",1,7155,7155
Michelle kept the papers over the desk.,1,2766,2766
I broke the twig and the branch apart.,1,2311,2311
The dog dug a hole in the lawn.,1,6903,6903
Mr Knightley despaired.,1,6690,6690
You must pick a flower.,1,6369,6369
The box contained the ball to the ground.,0,527,527
We yelled ourselves.,0,22,22
Cassandra has warned Agamemnon again.,1,7793,7793
I know that she runs.,1,7311,7311
There tried to be a fountain in the park.,0,4315,4315
Tom claimed how much money she had spent.,0,4791,4791
I have not should eat plums.,0,6001,6001
That acorn will grow from a seed into an oak tree.,0,2300,2300
They parted the best of friends.,1,3846,3846
There's anything Mary had asked for in this store.,0,6467,6467
It is this hat that that he was wearing is certain.,0,1679,1679
"Immediately, John probably will clearly learn French perfectly.",0,693,693
Who do you think that Bill believes to be innocent?,1,420,420
The boy's loud playing of the piano drove everyone crazy.,1,1435,1435
The student knows the answers.,1,3993,3993
Carol cut the whole wheat bread.,1,2854,2854
Bill pushed Harry along the trail.,1,70,70
the student left.,1,7374,7374
The employees staffed the store.,1,2606,2606
Many people drink beer or wine.,1,3640,3640
Buffy couldn't do 100 push ups and anybody laughed.,0,1518,1518
the cat seems to be out of the bag.,1,7623,7623
Audrey tiptoed to the door.,1,2521,2521
Mary doesn't have as many too many too many as Jane.,1,5566,5566
He let the cats out which were whining.,1,1084,1084
